,status,distance,duration,geometry,type
916,Ok,542,138,"[[-73.953381, 40.744893], [-73.952234, 40.748352], [-73.952234, 40.749657]]",LineString
917,Ok,2261.9,630.5,"[[-73.995976, 40.724289], [-73.994648, 40.725935], [-73.993752, 40.725659], [-73.994886, 40.723092], [-73.996031, 40.720166], [-73.997349, 40.720705], [-73.998017, 40.719656], [-73.998162, 40.71954], [-73.998395, 40.718987], [-73.999932, 40.716544], [-74.006135, 40.719459], [-74.006435, 40.719069], [-74.006671, 40.719093]]",LineString
918,Ok,1516.8,396.3,"[[-73.940742, 40.751096], [-73.941916, 40.751635], [-73.935066, 40.759064], [-73.93426, 40.758703], [-73.932904, 40.760181], [-73.93195, 40.759736], [-73.93209, 40.759596]]",LineString
919,Ok,853.8,219.2,"[[-73.944486, 40.715145], [-73.945108, 40.718874], [-73.945553, 40.71953], [-73.946041, 40.720159], [-73.947516, 40.719267], [-73.948851, 40.719137]]",LineString
920,Ok,2668.3,715.1,"[[-74.005549, 40.717571], [-74.005792, 40.717683], [-74.005208, 40.718741], [-74.00522, 40.720639], [-73.997358, 40.729944], [-73.996569, 40.729563], [-73.994297, 40.732165], [-73.99894, 40.734136], [-73.999653, 40.73407], [-74.000306, 40.735226]]",LineString
921,Ok,1861.4,515.5,"[[-73.972799, 40.752591], [-73.973014, 40.752682], [-73.971649, 40.754561], [-73.967712, 40.752889], [-73.967299, 40.752725], [-73.967111, 40.752765], [-73.966154, 40.753876], [-73.963871, 40.757008], [-73.970289, 40.759715]]",LineString
922,Ok,2628.7,698.1,"[[-73.986693, 40.730516], [-73.990203, 40.731965], [-73.989868, 40.733528], [-73.997341, 40.736668], [-73.990968, 40.745421], [-73.993906, 40.746659]]",LineString
923,Ok,1080.7,346.4,"[[-73.998542, 40.713096], [-73.998974, 40.712663], [-73.998884, 40.712603], [-73.998934, 40.712554], [-73.998679, 40.711888], [-73.996856, 40.712104], [-73.987786, 40.712844]]",LineString
924,Ok,1606.5,429.4,"[[-73.958575, 40.719041], [-73.95782, 40.71974], [-73.952678, 40.716545], [-73.952598, 40.716613], [-73.952043, 40.716666], [-73.951761, 40.715049], [-73.951445, 40.715285], [-73.944615, 40.715939], [-73.944486, 40.715145]]",LineString
925,Ok,3312.1,830.1,"[[-73.981969, 40.745683], [-73.976711, 40.743467], [-73.989351, 40.726156], [-73.984837, 40.724269], [-73.985854, 40.723052]]",LineString
926,Ok,1695.2,456.4,"[[-74.011581, 40.703651], [-74.011569, 40.704249], [-74.010327, 40.704763], [-74.009984, 40.705148], [-74.009866, 40.705797], [-74.009502, 40.706379], [-74.008016, 40.707988], [-74.008893, 40.709044], [-74.007745, 40.710221], [-74.010465, 40.711535], [-74.008846, 40.713806], [-74.011215, 40.714867]]",LineString
927,Ok,3541,948.7,"[[-73.973749, 40.764412], [-73.973625, 40.764577], [-73.981174, 40.767771], [-73.981552, 40.768428], [-73.970791, 40.78335], [-73.978002, 40.786393], [-73.977517, 40.787014], [-73.977085, 40.786832]]",LineString
928,Ok,3568.8,922.7,"[[-73.994588, 40.760135], [-74.000683, 40.762705], [-73.999618, 40.763449], [-73.998743, 40.76451], [-73.995235, 40.769395], [-73.995313, 40.769583], [-73.995074, 40.770066], [-73.994804, 40.771538], [-73.993754, 40.772975], [-73.991809, 40.772191], [-73.991109, 40.772687], [-73.990561, 40.773306], [-73.990261, 40.773992], [-73.989653, 40.774558], [-73.990768, 40.775016], [-73.989161, 40.776834], [-73.988001, 40.779551], [-73.982921, 40.777432]]",LineString
929,Ok,1269.3,341.3,"[[-73.942052, 40.689448], [-73.94222, 40.689429], [-73.942799, 40.692359], [-73.948476, 40.691707], [-73.949207, 40.695378], [-73.949538, 40.69534]]",LineString
930,Ok,1456.7,389.8,"[[-73.971362, 40.782761], [-73.971257, 40.782717], [-73.962936, 40.794095]]",LineString
931,Ok,2569.7,675.3,"[[-73.964964, 40.791322], [-73.95834, 40.800373], [-73.957908, 40.800455], [-73.958023, 40.800806], [-73.952917, 40.80778], [-73.953079, 40.810094], [-73.952101, 40.811442], [-73.951925, 40.811368]]",LineString
932,Ok,2633.9,739.3,"[[-73.958074, 40.764959], [-73.957412, 40.765868], [-73.959779, 40.766865], [-73.966232, 40.758022], [-73.97834, 40.763107]]",LineString
933,Ok,1601.6,437,"[[-73.972799, 40.752591], [-73.976974, 40.754349], [-73.977873, 40.753098], [-73.986458, 40.75671], [-73.986949, 40.756036], [-73.986417, 40.755814], [-73.986629, 40.755145]]",LineString
934,Ok,877,251.6,"[[-74.005549, 40.717571], [-74.005792, 40.717683], [-74.005587, 40.717952], [-74.005383, 40.718108], [-74.00437, 40.719484], [-74.000274, 40.717619], [-73.999234, 40.718913], [-73.999711, 40.719133]]",LineString
935,Ok,7812.1,1988.7,"[[-73.952568, 40.792284], [-73.952984, 40.791722], [-73.954994, 40.792651], [-73.9548, 40.794328], [-73.955831, 40.794435], [-73.95776, 40.793614], [-73.95934, 40.794398], [-73.96158, 40.793268], [-73.964107, 40.790475], [-73.96468, 40.788839], [-73.96748, 40.787873], [-73.967949, 40.78723], [-73.970689, 40.78839], [-73.993473, 40.757102], [-73.986886, 40.754331], [-73.988265, 40.749116], [-73.990913, 40.750224]]",LineString
936,Ok,4154,1126.7,"[[-73.992414, 40.737229], [-73.992654, 40.73733], [-73.995904, 40.732859], [-73.999014, 40.734147], [-74.008606, 40.732672], [-74.00935, 40.728981], [-74.010942, 40.729153], [-74.011565, 40.724416], [-74.013153, 40.717315], [-74.014865, 40.718091], [-74.015392, 40.717953], [-74.016343, 40.716882], [-74.016603, 40.715313]]",LineString
937,Ok,1159.8,386.7,"[[-73.977923, 40.751586], [-73.977561, 40.752085], [-73.978355, 40.752413], [-73.97606, 40.7556], [-73.976967, 40.755971], [-73.976504, 40.756606], [-73.971848, 40.754644]]",LineString
938,Ok,2720.8,711.5,"[[-73.990532, 40.771518], [-73.990913, 40.770976], [-73.971859, 40.762978], [-73.967303, 40.769226], [-73.96706, 40.769123]]",LineString
939,Ok,3598.1,999.5,"[[-73.977713, 40.751876], [-73.977561, 40.752085], [-73.978355, 40.752413], [-73.97606, 40.7556], [-73.987475, 40.760409], [-73.982264, 40.767588], [-73.981479, 40.767854], [-73.981523, 40.768582], [-73.976253, 40.775814]]",LineString
940,Ok,2024.3,595.1,"[[-73.99888, 40.760316], [-73.998465, 40.760885], [-73.995473, 40.759626], [-73.994526, 40.760925], [-73.979938, 40.754782], [-73.980395, 40.754155], [-73.980266, 40.754101]]",LineString
941,Ok,1224.9,325.3,"[[-74.002894, 40.734019], [-74.003714, 40.736839], [-74.003866, 40.737544], [-74.003858, 40.73839], [-74.003211, 40.739055], [-74.003047, 40.739062], [-74.00289, 40.739201], [-74.001129, 40.741668], [-74.004142, 40.742943]]",LineString
942,Ok,2806.9,869.2,"[[-73.960969, 40.76124], [-73.961693, 40.760253], [-73.961545, 40.760191], [-73.961959, 40.759619], [-73.964345, 40.760613], [-73.966232, 40.758022], [-73.983827, 40.765415], [-73.982399, 40.767405], [-73.98171, 40.767119], [-73.981672, 40.76695]]",LineString
943,Ok,1143.9,290.8,"[[-73.933235, 40.794947], [-73.933647, 40.794376], [-73.944776, 40.79904]]",LineString
944,Ok,1179.7,337.7,"[[-73.999723, 40.716056], [-73.998493, 40.71563], [-73.998866, 40.714995], [-73.998644, 40.713523], [-73.998493, 40.713452], [-73.997981, 40.713673], [-73.997673, 40.713453], [-73.997298, 40.713469], [-73.996382, 40.709749], [-73.994103, 40.710094], [-73.994147, 40.710751]]",LineString
945,Ok,341.7,96.2,"[[-73.983838, 40.668157], [-73.984438, 40.667437], [-73.98197, 40.666243]]",LineString
946,Ok,1558.3,441.1,"[[-73.99704, 40.714076], [-73.997562, 40.714072], [-73.998644, 40.713523], [-74.000448, 40.714378], [-74.000528, 40.71517], [-74.005792, 40.717683], [-74.005361, 40.718299], [-74.005208, 40.718741], [-74.00522, 40.720639], [-74.004618, 40.72137], [-74.005916, 40.72228], [-74.005743, 40.722478]]",LineString
947,Ok,5115.7,1308.4,"[[-73.9919, 40.721151], [-73.993494, 40.721619], [-73.993223, 40.722346], [-73.997785, 40.724235], [-74.003201, 40.726916], [-74.008845, 40.72747], [-74.008594, 40.728908], [-74.010942, 40.729153], [-74.010251, 40.739033], [-74.009393, 40.740736], [-74.00793, 40.748219], [-74.008593, 40.749157], [-74.008622, 40.750454], [-74.008222, 40.751665], [-74.00782, 40.751707], [-74.002983, 40.749673]]",LineString
948,Ok,3775.2,937.3,"[[-73.991239, 40.760186], [-74.005038, 40.741319], [-74.005677, 40.737073], [-74.003583, 40.732254], [-74.003789, 40.731892], [-74.005532, 40.731355], [-74.006751, 40.731684]]",LineString
949,Ok,2682.4,735.8,"[[-73.976361, 40.765884], [-73.976221, 40.765671], [-73.981232, 40.767814], [-73.981539, 40.767575], [-73.981892, 40.765563], [-73.982415, 40.76401], [-73.984754, 40.760087], [-73.971848, 40.754644]]",LineString
950,Ok,1414.5,378.4,"[[-73.925757, 40.761507], [-73.927251, 40.759666], [-73.928067, 40.760046], [-73.933705, 40.753115], [-73.93291, 40.752693], [-73.933503, 40.751868]]",LineString
951,Ok,1000.8,258.4,"[[-73.940742, 40.751096], [-73.941916, 40.751635], [-73.94479, 40.748393], [-73.94565, 40.745818], [-73.947285, 40.745178]]",LineString
952,Ok,1127.6,352,"[[-73.983008, 40.744485], [-73.983127, 40.744535], [-73.982675, 40.745156], [-73.989157, 40.747896], [-73.987289, 40.750458], [-73.987825, 40.750684], [-73.987754, 40.750989]]",LineString
953,Ok,2906.5,769.4,"[[-73.973899, 40.779032], [-73.974532, 40.778168], [-73.977296, 40.779333], [-73.982064, 40.773002], [-73.985159, 40.768551], [-73.981625, 40.767084], [-73.981892, 40.765563], [-73.982415, 40.76401], [-73.978601, 40.762396], [-73.97814, 40.763023], [-73.97834, 40.763107]]",LineString
954,Ok,2558.6,755.6,"[[-73.974517, 40.743201], [-73.974181, 40.74306], [-73.974122, 40.743139], [-73.976276, 40.744066], [-73.987169, 40.729157], [-73.990503, 40.730557], [-73.991007, 40.730091], [-73.990981, 40.730187]]",LineString
955,Ok,4349.3,1087.4,"[[-73.980569, 40.698393], [-73.967727, 40.697717], [-73.965418, 40.697689], [-73.962898, 40.698075], [-73.962428, 40.699687], [-73.962591, 40.700434], [-73.967337, 40.704229], [-73.968407, 40.706718], [-73.968602, 40.710733], [-73.96608, 40.716336], [-73.961648, 40.720366]]",LineString
956,Ok,1338,386.3,"[[-73.991727, 40.748983], [-73.992006, 40.749101], [-73.997434, 40.741642], [-74.000275, 40.742839], [-73.999852, 40.743427], [-74.00001, 40.743494]]",LineString
957,Ok,1061.8,273.6,"[[-73.996162, 40.690904], [-73.999725, 40.683473], [-73.997887, 40.682961], [-73.997817, 40.683106]]",LineString
958,Ok,1815.5,450.1,"[[-73.983829, 40.726177], [-73.985854, 40.727031], [-73.977705, 40.738215], [-73.979769, 40.739083]]",LineString
959,Ok,1348,422.9,"[[-74.00945, 40.711062], [-74.010465, 40.711535], [-74.01013, 40.71209], [-74.008634, 40.71139], [-74.008428, 40.711217], [-74.007384, 40.710576], [-74.005118, 40.709409], [-74.003939, 40.710449], [-74.003393, 40.710811], [-74.003117, 40.710642], [-74.001657, 40.709492], [-74.000653, 40.710828], [-74.000369, 40.711122], [-74.000256, 40.71105], [-74.000141, 40.711159]]",LineString
960,Ok,1109,325.2,"[[-73.999975, 40.737777], [-74.0024, 40.738744], [-74.00277, 40.739365], [-74.000275, 40.742839], [-74.003028, 40.744001], [-74.003449, 40.74342], [-74.003686, 40.74352]]",LineString
961,Ok,1817.4,472.7,"[[-73.963236, 40.71691], [-73.964485, 40.715739], [-73.965503, 40.713484], [-73.964071, 40.713079], [-73.958003, 40.710864], [-73.957051, 40.710498], [-73.956833, 40.710336], [-73.956528, 40.71038], [-73.951337, 40.708429], [-73.951118, 40.70877], [-73.950955, 40.708785]]",LineString
962,Ok,4483.8,1128.7,"[[-73.974057, 40.794136], [-73.974186, 40.793962], [-73.968384, 40.791527], [-73.976335, 40.780639], [-73.973571, 40.779478], [-73.972894, 40.778732], [-73.974122, 40.777293], [-73.974098, 40.775161], [-73.975768, 40.774243], [-73.97713, 40.771831], [-73.979281, 40.770134], [-73.979987, 40.769082], [-73.979645, 40.768406], [-73.978657, 40.767643], [-73.979076, 40.766876], [-73.973625, 40.764577], [-73.973749, 40.764412]]",LineString
963,Ok,4654.6,1259,"[[-73.990078, 40.737071], [-74.001129, 40.741668], [-73.984269, 40.764798], [-73.978601, 40.762396], [-73.97814, 40.763023], [-73.97834, 40.763107]]",LineString
964,Ok,286.7,88.7,"[[-74.004137, 40.72526], [-74.004031, 40.725513], [-74.003889, 40.7255], [-74.001933, 40.724552], [-74.001616, 40.724926]]",LineString
965,Ok,2847.2,785.8,"[[-73.973412, 40.747845], [-73.973591, 40.74792], [-73.974044, 40.747296], [-73.971778, 40.746353], [-73.967158, 40.752746], [-73.965697, 40.754505], [-73.979972, 40.760525], [-73.979517, 40.761142], [-73.979854, 40.761284]]",LineString
966,Ok,6052.4,1498.1,"[[-73.983568, 40.784111], [-73.975898, 40.781232], [-74.004736, 40.741677], [-74.007483, 40.742742]]",LineString
967,Ok,2949.2,801.9,"[[-73.978108, 40.736485], [-73.978716, 40.736841], [-73.971325, 40.746982], [-73.98711, 40.753628], [-73.987287, 40.753008]]",LineString
968,Ok,739.6,216.3,"[[-73.969006, 40.676749], [-73.966296, 40.67618], [-73.964762, 40.680471], [-73.964679, 40.680484]]",LineString
969,Ok,2644.6,729.9,"[[-74.007483, 40.742742], [-74.007705, 40.742834], [-74.007238, 40.74347], [-74.001555, 40.74108], [-73.990276, 40.756567], [-73.989994, 40.756448]]",LineString
970,Ok,1829.2,535.6,"[[-73.95904, 40.776736], [-73.959657, 40.776997], [-73.960119, 40.776363], [-73.954559, 40.774016], [-73.957414, 40.770106], [-73.952784, 40.768185], [-73.953814, 40.766769], [-73.95349, 40.766629]]",LineString
971,Ok,1760.7,484.7,"[[-74.007122, 40.732947], [-74.007515, 40.732871], [-74.007344, 40.733588], [-73.999973, 40.734688], [-73.999445, 40.733557], [-73.996351, 40.732255], [-73.996976, 40.731414], [-73.993262, 40.72958], [-73.993747, 40.729008], [-73.993975, 40.729121]]",LineString
972,Ok,1053.1,275.9,"[[-73.960753, 40.8067], [-73.961037, 40.806826], [-73.956814, 40.812607], [-73.958341, 40.81323], [-73.958399, 40.81361], [-73.958925, 40.814416]]",LineString
973,Ok,2473.1,693.1,"[[-73.978952, 40.777045], [-73.978709, 40.777383], [-73.975959, 40.776217], [-73.973571, 40.779478], [-73.965206, 40.79099], [-73.967934, 40.79215], [-73.968077, 40.791952]]",LineString
974,Ok,2123.7,550.6,"[[-74.002194, 40.750169], [-74.00232, 40.75022], [-74.001882, 40.750828], [-73.998947, 40.749603], [-74.005038, 40.741319], [-74.005679, 40.7371], [-74.005352, 40.736704], [-74.00493, 40.735297], [-74.004821, 40.735313]]",LineString
975,Ok,1904.3,530.8,"[[-73.9672, 40.76102], [-73.962432, 40.758981], [-73.957412, 40.765868], [-73.962018, 40.767809], [-73.961308, 40.768783]]",LineString
976,Ok,1826.6,549.6,"[[-73.986693, 40.730516], [-73.986293, 40.730347], [-73.989791, 40.725549], [-73.991949, 40.726455], [-73.994648, 40.727804], [-73.995585, 40.728204], [-73.999454, 40.723606]]",LineString
977,Ok,1253,383.7,"[[-73.954308, 40.774734], [-73.9541, 40.774646], [-73.957414, 40.770106], [-73.952784, 40.768185], [-73.953814, 40.766769], [-73.95349, 40.766629]]",LineString
978,Ok,791,208.3,"[[-73.946844, 40.77243], [-73.946656, 40.772351], [-73.947119, 40.771717], [-73.954308, 40.774734]]",LineString
979,Ok,1621.8,470.1,"[[-73.978108, 40.736485], [-73.97842, 40.736618], [-73.978471, 40.736736], [-73.978406, 40.736826], [-73.980815, 40.737841], [-73.980894, 40.737758], [-73.98674, 40.729749], [-73.984546, 40.728827], [-73.984112, 40.72942], [-73.984296, 40.729498]]",LineString
980,Ok,3860.1,1092.8,"[[-73.959319, 40.78304], [-73.959674, 40.782987], [-73.95704, 40.786807], [-73.956841, 40.788456], [-73.95738, 40.789383], [-73.957253, 40.789956], [-73.955049, 40.792215], [-73.954619, 40.794607], [-73.953315, 40.795505], [-73.953776, 40.795992], [-73.955174, 40.795547], [-73.955705, 40.795961], [-73.954283, 40.797841], [-73.954386, 40.798365], [-73.955334, 40.799276], [-73.951941, 40.803864], [-73.952723, 40.80419], [-73.953079, 40.810094], [-73.951925, 40.811368]]",LineString
981,Ok,1061.5,306.7,"[[-74.006671, 40.719093], [-74.006435, 40.719069], [-74.007533, 40.717668], [-74.003045, 40.715603], [-74.00316, 40.714753], [-74.003626, 40.71365], [-74.005594, 40.714548]]",LineString
982,Ok,1499.9,449,"[[-73.984296, 40.729498], [-73.984112, 40.72942], [-73.983644, 40.730065], [-73.981325, 40.729086], [-73.983958, 40.725473], [-73.976798, 40.722459], [-73.976851, 40.722386], [-73.976667, 40.722308]]",LineString
983,Ok,1911.7,521.8,"[[-74.007483, 40.742742], [-74.007705, 40.742834], [-74.007238, 40.74347], [-73.995874, 40.738686], [-73.995018, 40.73986], [-73.990131, 40.737801], [-73.990307, 40.737185], [-73.990078, 40.737071]]",LineString
984,Ok,2953,797.4,"[[-73.974517, 40.743201], [-73.974181, 40.74306], [-73.971325, 40.746982], [-73.991177, 40.75533], [-73.988386, 40.75916], [-73.988621, 40.759259]]",LineString
985,Ok,1044.6,366.7,"[[-73.992937, 40.714067], [-73.99296, 40.714301], [-73.992549, 40.714338], [-73.992573, 40.714652], [-73.992377, 40.715049], [-73.994271, 40.715609], [-73.994286, 40.715697], [-73.994798, 40.71589], [-73.994807, 40.716019], [-73.994753, 40.716208], [-73.99436, 40.716946], [-73.999429, 40.718672], [-73.999234, 40.718913], [-73.999711, 40.719133]]",LineString
986,Ok,2485.4,689.3,"[[-73.990078, 40.737071], [-73.990216, 40.737127], [-73.990029, 40.73776], [-73.983039, 40.734811], [-73.990799, 40.724182], [-73.992181, 40.721232], [-73.9919, 40.721151]]",LineString
987,Ok,3966.3,1050.2,"[[-73.963236, 40.71691], [-73.964485, 40.715739], [-73.966143, 40.712057], [-73.960975, 40.71044], [-73.966925, 40.712193], [-73.967125, 40.712135], [-73.986327, 40.717838], [-73.987451, 40.71824], [-73.986754, 40.719591], [-73.989857, 40.720533], [-73.990024, 40.72021]]",LineString
988,Ok,419.9,172.4,"[[-73.990815, 40.734556], [-73.990784, 40.73469], [-73.990679, 40.734647], [-73.990611, 40.734749], [-73.9899, 40.734447], [-73.989944, 40.735102], [-73.989833, 40.735313], [-73.989365, 40.735949], [-73.987979, 40.73536]]",LineString
989,Ok,1728.8,480,"[[-73.984711, 40.736281], [-73.994593, 40.740442], [-73.992318, 40.743568], [-73.989205, 40.742258], [-73.989062, 40.742456], [-73.989224, 40.742551], [-73.989188, 40.742869]]",LineString
990,Ok,3228.2,816.9,"[[-73.971848, 40.754644], [-73.969431, 40.753624], [-73.986293, 40.730347], [-73.986693, 40.730516]]",LineString
991,Ok,1333,332.5,"[[-73.944066, 40.705068], [-73.944567, 40.705021], [-73.945717, 40.712218], [-73.951413, 40.711673]]",LineString
992,Ok,1596.9,437.2,"[[-73.999179, 40.744718], [-73.996129, 40.743431], [-74.001095, 40.736564], [-74.005127, 40.735965], [-74.00493, 40.735297], [-74.004821, 40.735313]]",LineString
993,Ok,4140.9,1040.4,"[[-73.978952, 40.777045], [-73.998506, 40.750207], [-74.00427, 40.752646], [-74.005218, 40.751407]]",LineString
994,Ok,2195.2,583.8,"[[-74.004137, 40.72526], [-74.004031, 40.725513], [-74.003376, 40.725252], [-73.998842, 40.730669], [-73.995812, 40.72918], [-73.99403, 40.731284], [-73.985675, 40.727756]]",LineString
995,Ok,2128.4,538.2,"[[-73.989188, 40.742869], [-73.989159, 40.743042], [-74.000316, 40.74773], [-74.004736, 40.741677], [-74.004821, 40.741642], [-74.007483, 40.742742]]",LineString
996,Ok,1905.9,507.9,"[[-73.987754, 40.750989], [-73.987825, 40.750684], [-73.992976, 40.752858], [-73.985092, 40.763678]]",LineString
997,Ok,2632.4,700.8,"[[-74.007122, 40.732947], [-74.007515, 40.732871], [-74.007344, 40.733588], [-74.004561, 40.73401], [-74.00329, 40.731747], [-74.001663, 40.732318], [-74.001152, 40.731798], [-73.991706, 40.727172], [-73.984837, 40.724269], [-73.985752, 40.723009], [-73.985854, 40.723052]]",LineString
998,Ok,797.7,247.2,"[[-74.00938, 40.71331], [-74.009266, 40.713258], [-74.006682, 40.716539], [-74.009, 40.717598], [-74.008819, 40.718642], [-74.009009, 40.718661]]",LineString
999,Ok,2029.9,527.3,"[[-73.982996, 40.685413], [-73.987429, 40.687138], [-73.991296, 40.681433], [-73.995559, 40.683069], [-73.996208, 40.681724], [-73.99992, 40.682767]]",LineString
1000,Ok,1619.4,457.8,"[[-73.991446, 40.722349], [-73.981919, 40.719465], [-73.981119, 40.720967], [-73.977975, 40.72529], [-73.977713, 40.725179]]",LineString
1001,Ok,2506.4,673.6,"[[-73.989994, 40.756448], [-73.990276, 40.756567], [-73.982264, 40.767588], [-73.981479, 40.767854], [-73.981523, 40.768582], [-73.976253, 40.775814]]",LineString
1002,Ok,2713.6,724.6,"[[-73.976017, 40.748944], [-73.977436, 40.749539], [-73.977888, 40.748921], [-73.974044, 40.747296], [-73.983467, 40.734229], [-73.987395, 40.735877], [-73.987818, 40.735292], [-73.987979, 40.73536]]",LineString
1003,Ok,4490.2,1216.1,"[[-73.978108, 40.736485], [-73.978716, 40.736841], [-73.975911, 40.740688], [-74.007386, 40.753872], [-74.002655, 40.760543], [-74.002495, 40.760824], [-74.002775, 40.760844]]",LineString
1004,Ok,2855.1,783,"[[-74.009193, 40.716256], [-74.010766, 40.716907], [-74.010923, 40.716304], [-74.013153, 40.717315], [-74.013142, 40.71741], [-74.011438, 40.725114], [-74.010637, 40.732314], [-74.007515, 40.732871], [-74.006619, 40.736422], [-74.006169, 40.736483]]",LineString
1005,Ok,3133.5,816.5,"[[-73.994645, 40.750568], [-73.982399, 40.767405], [-73.972066, 40.763066]]",LineString
1006,Ok,1630.6,453.2,"[[-74.007483, 40.742742], [-74.007705, 40.742834], [-74.007238, 40.74347], [-74.004329, 40.742245], [-74.005038, 40.741319], [-74.005677, 40.737073], [-74.005314, 40.736611], [-74.004561, 40.73401], [-74.002395, 40.734341], [-74.002741, 40.733733], [-74.002894, 40.734019]]",LineString
1007,Ok,1051.8,345.5,"[[-73.964567, 40.794927], [-73.965172, 40.795246], [-73.965561, 40.794693], [-73.965474, 40.794474], [-73.965872, 40.793951], [-73.966249, 40.793792], [-73.966417, 40.79354], [-73.966388, 40.793319], [-73.966943, 40.793513], [-73.970689, 40.78839], [-73.970386, 40.788262]]",LineString
1008,Ok,3583.5,910.6,"[[-73.957073, 40.801791], [-73.957706, 40.801238], [-73.959133, 40.801838], [-73.960054, 40.800582], [-73.961381, 40.801144], [-73.978952, 40.777045]]",LineString
1009,Ok,4129.1,1136.5,"[[-73.990913, 40.750224], [-73.991121, 40.750311], [-73.991563, 40.749706], [-73.988708, 40.748504], [-73.985947, 40.752317], [-73.971778, 40.746353], [-73.961959, 40.759619], [-73.961018, 40.760924], [-73.961161, 40.760985], [-73.960969, 40.76124]]",LineString
1010,Ok,378.1,97.7,"[[-73.956311, 40.813295], [-73.956814, 40.812607], [-73.958341, 40.81323], [-73.958333, 40.813447], [-73.958399, 40.81361], [-73.958583, 40.813876], [-73.958769, 40.814267], [-73.958925, 40.814416]]",LineString
1011,Ok,9156.3,1652.1,"[[-74.016603, 40.715313], [-74.017393, 40.714927], [-74.020654, 40.715435], [-74.024021, 40.717781], [-74.017329, 40.749342], [-74.019275, 40.752488], [-74.022526, 40.7529], [-74.019269, 40.752695], [-74.016646, 40.753316], [-74.011357, 40.761773], [-74.00775, 40.761992], [-74.002817, 40.760484], [-73.997929, 40.765626], [-73.989775, 40.762197], [-73.990231, 40.761568], [-73.992988, 40.762732]]",LineString
1012,Ok,8081.5,1377.5,"[[-74.016603, 40.715313], [-74.017393, 40.714927], [-74.020654, 40.715435], [-74.024021, 40.717781], [-74.017329, 40.749342], [-74.019275, 40.752488], [-74.022526, 40.7529], [-74.019269, 40.752695], [-74.016646, 40.753316], [-74.011357, 40.761773], [-74.00775, 40.761992], [-74.002817, 40.760484], [-73.998863, 40.7644], [-73.996643, 40.763457]]",LineString
1013,Ok,1105.1,281.9,"[[-74.008685, 40.681147], [-74.008553, 40.681058], [-74.00607, 40.683196], [-74.00608, 40.683332], [-74.004618, 40.68636], [-74.004439, 40.686403], [-74.002882, 40.685967], [-74.002523, 40.685897], [-74.002417, 40.685929], [-74.001582, 40.68762]]",LineString
1014,Ok,2322.1,679.5,"[[-73.98791, 40.762234], [-73.987749, 40.762166], [-73.987285, 40.762792], [-73.986101, 40.762294], [-73.982399, 40.767405], [-73.9672, 40.76102]]",LineString
1015,Ok,2002.2,511.9,"[[-73.977081, 40.742881], [-73.981765, 40.736567], [-73.994127, 40.74178]]",LineString
1016,Ok,935.3,263.5,"[[-73.975657, 40.68097], [-73.977029, 40.681486], [-73.979605, 40.677683], [-73.982123, 40.678668], [-73.981696, 40.679299], [-73.981562, 40.679246]]",LineString
1017,Ok,1941.1,576,"[[-73.988143, 40.748556], [-73.988008, 40.749007], [-73.988196, 40.749196], [-73.984596, 40.754177], [-73.990276, 40.756567], [-73.989296, 40.757912], [-73.994588, 40.760135]]",LineString
1018,Ok,3048.1,810,"[[-73.980876, 40.779646], [-73.963867, 40.802984], [-73.963005, 40.802618]]",LineString
1019,Ok,1977.1,521.2,"[[-73.979901, 40.752194], [-73.972692, 40.749157], [-73.979873, 40.739127], [-73.979769, 40.739083]]",LineString
1020,Ok,916.6,270.1,"[[-73.954308, 40.774734], [-73.9541, 40.774646], [-73.954559, 40.774016], [-73.95219, 40.773015], [-73.951261, 40.774292], [-73.946844, 40.77243]]",LineString
1021,Ok,1887.8,462.2,"[[-73.960753, 40.8067], [-73.959357, 40.806121], [-73.959826, 40.805435], [-73.961029, 40.801927], [-73.960999, 40.801655], [-73.968077, 40.791952]]",LineString
1022,Ok,3146.3,799.8,"[[-73.979901, 40.752194], [-73.978265, 40.751512], [-73.979154, 40.750265], [-73.993924, 40.756496], [-73.996652, 40.752758], [-73.997264, 40.752123], [-73.997716, 40.7515], [-73.997679, 40.751344], [-74.001947, 40.745487]]",LineString
1023,Ok,2546.9,723,"[[-74.011298, 40.727695], [-74.011059, 40.727681], [-74.010637, 40.732314], [-74.007515, 40.732871], [-74.007344, 40.733588], [-73.998714, 40.734784], [-73.993739, 40.741617], [-73.994127, 40.74178]]",LineString
1024,Ok,3331.4,905.9,"[[-73.99888, 40.760316], [-73.998465, 40.760885], [-73.992534, 40.758389], [-73.996652, 40.752758], [-73.997264, 40.752123], [-73.997716, 40.7515], [-73.997679, 40.751344], [-74.002599, 40.744584], [-73.994165, 40.741031], [-73.993739, 40.741617], [-73.994127, 40.74178]]",LineString
1025,Ok,9874.4,1807.2,"[[-74.016603, 40.715313], [-74.017393, 40.714927], [-74.020654, 40.715435], [-74.024021, 40.717781], [-74.017329, 40.749342], [-74.019275, 40.752488], [-74.022526, 40.7529], [-74.019269, 40.752695], [-74.016646, 40.753316], [-74.011357, 40.761773], [-74.00775, 40.761992], [-74.002817, 40.760484], [-73.99701, 40.766876], [-73.993754, 40.772975], [-73.991809, 40.772191], [-73.990561, 40.773306], [-73.989653, 40.774558], [-73.990768, 40.775016], [-73.988839, 40.777497]]",LineString
