id,region_id,name,lat,lon,capacity
322,71.0,Clinton St & Tillary St,40.696192,-73.991218,31
323,71.0,Lawrence St & Willoughby St,40.69236178,-73.98631746,39
324,71.0,DeKalb Ave & Hudson Ave,40.689888,-73.981013,51
325,71.0,E 19 St & 3 Ave,40.73624527,-73.98473765,35
326,71.0,E 11 St & 1 Ave,40.72953837,-73.98426726,27
327,71.0,Vesey Pl & River Terrace,40.7153379,-74.01658354,39
328,71.0,Watts St & Greenwich St,40.72405549,-74.00965965,23
330,71.0,Reade St & Broadway,40.71450451,-74.00562789,39
331,71.0,Pike St & Monroe St,40.71173107,-73.99193043,27
332,71.0,Cherry St,40.71219906,-73.97948148,24
334,71.0,W 20 St & 7 Ave,40.74238787,-73.99726235,31
335,71.0,Washington Pl & Broadway,40.72903917,-73.99404649,27
336,71.0,Sullivan St & Washington Sq,40.73047747,-73.99906065,36
337,71.0,Old Slip & Front St,40.7037992,-74.00838676,37
339,71.0,Avenue D & E 12 St,40.72580614,-73.97422494,24
340,71.0,Madison St & Clinton St,40.71269042,-73.98776323,27
341,71.0,Stanton St & Mangin St,40.71782143,-73.97628939,19
342,71.0,Columbia St & Rivington St,40.71739973,-73.98016555,29
343,71.0,Clinton Ave & Flushing Ave,40.69794,-73.96986848,23
344,71.0,Monroe St & Bedford Ave,40.6851443,-73.95380904,23
346,71.0,Bank St & Hudson St,40.73652889,-74.00618026,27
347,71.0,Greenwich St & W Houston St,40.728846,-74.008591,35
349,71.0,Rivington St & Ridge St,40.71850211,-73.98329859,23
350,71.0,Clinton St & Grand St,40.71559509,-73.9870295,28
351,71.0,Front St & Maiden Ln,40.70530954,-74.00612572,39
353,71.0,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,27
354,71.0,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,23
355,71.0,Bayard St & Baxter St,40.71602118,-73.99974372,43
356,71.0,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,23
357,71.0,E 11 St & Broadway,40.73261787,-73.99158043,27
358,71.0,Christopher St & Greenwich St,40.73291553,-74.00711384,36
360,71.0,William St & Pine St,40.70717936,-74.00887308,39
361,71.0,Allen St & Hester St,40.71605866,-73.99190759,43
362,71.0,Broadway & W 37 St,40.75172632,-73.98753523,57
363,71.0,West Thames St,40.70834698,-74.01713445,49
364,71.0,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,27
365,71.0,Fulton St & Grand Ave,40.68223166,-73.9614583,31
366,71.0,Clinton Ave & Myrtle Ave,40.693261,-73.968896,33
368,71.0,Carmine St & 6 Ave,40.73038599,-74.00214988,39
369,71.0,Washington Pl & 6 Ave,40.73224119,-74.00026394,35
372,71.0,Franklin Ave & Myrtle Ave,40.694546087246025,-73.95801365375519,15
373,71.0,Willoughby Ave & Walworth St,40.69331716,-73.95381995,19
376,71.0,John St & William St,40.70862144,-74.00722156,43
377,71.0,6 Ave & Canal St,40.72243797,-74.00566443,45
379,71.0,W 31 St & 7 Ave,40.749156,-73.9916,42
380,71.0,W 4 St & 7 Ave S,40.73401143,-74.00293877,39
382,71.0,University Pl & E 14 St,40.73492695,-73.99200509,36
383,71.0,Greenwich Ave & Charles St,40.735238,-74.000271,39
385,71.0,E 55 St & 2 Ave,40.75797322,-73.96603308,29
386,71.0,Centre St & Worth St,40.71494807,-74.00234482,43
387,71.0,Centre St & Chambers St,40.71273266,-74.0046073,39
388,71.0,W 26 St & 10 Ave,40.749717753,-74.002950346,35
389,71.0,Broadway & Berry St,40.71044554,-73.96525063,27
390,71.0,Duffield St & Willoughby St,40.69221589,-73.9842844,31
391,71.0,Clark St & Henry St,40.69760127,-73.99344559,31
392,71.0,Jay St & Tech Pl,40.695065,-73.987167,35
393,71.0,E 5 St & Avenue C,40.72299208,-73.97995466,31
394,71.0,E 9 St & Avenue C,40.72521311,-73.97768752,32
396,71.0,Lefferts Pl & Franklin Ave,40.680342423,-73.9557689392,25
397,71.0,Fulton St & Clermont Ave,40.68415748,-73.96922273,27
398,71.0,Atlantic Ave & Furman St,40.69165183,-73.9999786,31
399,71.0,Lafayette Ave & St James Pl,40.68851534,-73.9647628,27
400,71.0,Pitt St & Stanton St,40.71926081,-73.98178024,15
401,71.0,Allen St & Rivington St,40.72019576,-73.98997825,42
403,71.0,E 2 St & 2 Ave,40.72502876,-73.99069656,31
405,71.0,Washington St & Gansevoort St,40.739323,-74.008119,40
406,71.0,Hicks St & Montague St,40.69512845,-73.99595065,34
407,71.0,Henry St & Poplar St,40.700469,-73.991454,37
408,71.0,Market St & Cherry St,40.71076228,-73.99400398,23
409,71.0,DeKalb Ave & Skillman St,40.6906495,-73.95643107,19
410,71.0,Suffolk St & Stanton St,40.72066442,-73.98517977,35
411,71.0,E 6 St & Avenue D,40.72228087,-73.97668709,23
412,71.0,Forsyth St & Canal St,40.7158155,-73.99422366,29
414,71.0,Pearl St & Anchorage Pl,40.70281858,-73.98765762,24
415,71.0,Pearl St & Hanover Square,40.7047177,-74.00926027,42
416,71.0,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,31
417,71.0,Barclay St & Church St,40.71291224,-74.01020234,23
418,71.0,Front St & Gold St,40.70224,-73.982578,23
419,71.0,Carlton Ave & Park Ave,40.69580705,-73.97355569,23
420,71.0,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,23
421,71.0,Clermont Ave & Park Ave,40.69573398,-73.97129668,19
422,71.0,W 59 St & 10 Ave,40.770513,-73.988038,55
423,71.0,W 54 St & 9 Ave,40.76584941,-73.98690506,27
426,71.0,West St & Chambers St,40.71754834,-74.01322069,29
427,71.0,Bus Slip & State St,40.701907,-74.013942,47
432,71.0,E 7 St & Avenue A,40.72621788,-73.98379855,31
435,71.0,W 21 St & 6 Ave,40.74173969,-73.99415556,47
436,71.0,Hancock St & Bedford Ave,40.68216564,-73.95399026,27
437,71.0,Macon St & Nostrand Ave,40.6809833854,-73.9500479759,24
438,71.0,St Marks Pl & 1 Ave,40.72779126,-73.98564945,41
439,71.0,E 4 St & 2 Ave,40.7262807,-73.98978041,39
440,71.0,E 45 St & 3 Ave,40.75255434,-73.97282625,32
441,71.0,E 52 St & 2 Ave,40.756014,-73.967416,35
442,71.0,W 27 St & 7 Ave,40.746647,-73.993915,51
443,71.0,Bedford Ave & S 9 St,40.70853074,-73.96408963,23
445,71.0,E 10 St & Avenue A,40.72740794,-73.98142006,52
446,71.0,W 24 St & 7 Ave,40.74487634,-73.99529885,39
447,71.0,8 Ave & W 52 St,40.76370739,-73.9851615,23
448,71.0,W 37 St & 10 Ave,40.75660359,-73.9979009,31
450,71.0,W 49 St & 8 Ave,40.76227205,-73.98788205,59
453,71.0,W 22 St & 8 Ave,40.74475148,-73.99915362,39
454,71.0,E 51 St & 1 Ave,40.75455731,-73.96592976,35
455,71.0,1 Ave & E 44 St,40.75001986,-73.96905301,39
456,71.0,E 53 St & Madison Ave,40.7597108,-73.97402311,35
457,71.0,Broadway & W 58 St,40.76695317,-73.98169333,39
458,71.0,11 Ave & W 27 St,40.751396,-74.005226,31
459,71.0,W 20 St & 11 Ave,40.746745,-74.007756,49
460,71.0,S 4 St & Wythe Ave,40.71285887,-73.96590294,23
461,71.0,E 20 St & 2 Ave,40.73587678,-73.98205027,39
462,71.0,W 22 St & 10 Ave,40.74691959,-74.00451887,47
465,71.0,Broadway & W 41 St,40.75513557,-73.98658032,39
466,71.0,W 25 St & 6 Ave,40.74395411,-73.99144871,35
467,71.0,Dean St & 4 Ave,40.68312489,-73.97895137,34
468,71.0,Broadway & W 56 St,40.7652654,-73.98192338,49
469,71.0,Broadway & W 53 St,40.76344058,-73.98268129,57
470,71.0,W 20 St & 8 Ave,40.74345335,-74.00004031,38
471,71.0,Grand St & Havemeyer St,40.71286844,-73.95698119,31
472,71.0,E 32 St & Park Ave,40.7457121,-73.98194829,41
473,71.0,Rivington St & Chrystie St,40.72110063,-73.9919254,38
474,71.0,5 Ave & E 29 St,40.7451677,-73.98683077,47
476,71.0,E 31 St & 3 Ave,40.74394314,-73.97966069,47
477,71.0,W 41 St & 8 Ave,40.75640548,-73.9900262,59
478,71.0,11 Ave & W 41 St,40.76030096,-73.99884222,31
479,71.0,9 Ave & W 45 St,40.76019252,-73.9912551,31
480,71.0,W 53 St & 10 Ave,40.76669671,-73.99061728,27
481,71.0,S 3 St & Bedford Ave,40.71260486,-73.96264403,25
482,71.0,W 15 St & 7 Ave,40.73935542,-73.99931783,39
483,71.0,E 12 St & 3 Ave,40.73223272,-73.98889957,34
484,71.0,W 44 St & 5 Ave,40.75500254,-73.98014437,44
485,71.0,W 37 St & 5 Ave,40.75038009,-73.98338988,39
486,71.0,Broadway & W 29 St,40.7462009,-73.98855723,39
487,71.0,E 20 St & FDR Drive,40.73314259,-73.97573881,34
490,71.0,8 Ave & W 33 St,40.751551,-73.993934,59
491,71.0,E 24 St & Park Ave S,40.74096374,-73.98602213,51
492,71.0,W 33 St & 7 Ave,40.75019995,-73.99093085,61
493,71.0,W 45 St & 6 Ave,40.7568001,-73.98291153,34
494,71.0,W 26 St & 8 Ave,40.74734825,-73.99723551,35
495,71.0,W 47 St & 10 Ave,40.76269882,-73.99301222,25
496,71.0,E 16 St & 5 Ave,40.73726186,-73.99238967,47
497,71.0,E 17 St & Broadway,40.73704984,-73.99009296,59
498,71.0,Broadway & W 32 St,40.74854862,-73.98808416,30
499,71.0,Broadway & W 60 St,40.76915505,-73.98191841,36
500,71.0,Broadway & W 51 St,40.76228826,-73.98336183,52
501,71.0,FDR Drive & E 35 St,40.744219,-73.97121214,43
502,71.0,Henry St & Grand St,40.714215,-73.981346,30
503,71.0,E 20 St & Park Ave,40.73827428,-73.98751968,29
504,71.0,1 Ave & E 16 St,40.73221853,-73.98165557,44
505,71.0,6 Ave & W 33 St,40.74901271,-73.98848395,36
507,71.0,E 25 St & 2 Ave,40.73912601,-73.97973776,45
508,71.0,W 46 St & 11 Ave,40.76341379,-73.99667444,24
509,71.0,9 Ave & W 22 St,40.7454973,-74.00197139,36
513,71.0,W 56 St & 10 Ave,40.768254,-73.988639,27
514,71.0,12 Ave & W 40 St,40.76087502,-74.00277668,52
515,71.0,W 43 St & 10 Ave,40.76009437,-73.99461843,35
516,71.0,E 47 St & 1 Ave,40.75206862,-73.96784384,31
517,71.0,Pershing Square South,40.751581,-73.97791,59
518,71.0,E 39 St & 2 Ave,40.74780373,-73.9734419,39
519,71.0,Pershing Square North,40.751873,-73.977706,61
520,71.0,W 52 St & 5 Ave,40.75992262,-73.97648516,39
522,71.0,E 51 St & Lexington Ave,40.75714758,-73.97207836,47
523,71.0,W 38 St & 8 Ave,40.75466591,-73.99138152,51
524,71.0,W 43 St & 6 Ave,40.75527307,-73.98316936,57
525,71.0,W 34 St & 11 Ave,40.75594159,-74.0021163,39
526,71.0,E 33 St & 5 Ave,40.74765947,-73.98490707,39
528,71.0,2 Ave & E 31 St,40.74290902,-73.97706058,39
529,71.0,W 42 St & 8 Ave,40.7575699,-73.99098507,41
530,71.0,11 Ave & W 59 St,40.771522,-73.990541,24
531,71.0,Forsyth St & Broome St,40.71893904,-73.99266288,39
532,71.0,S 5 Pl & S 5 St,40.710451,-73.960876,43
533,71.0,Broadway & W 38 St,40.75299641,-73.98721619,46
534,71.0,Water - Whitehall Plaza,40.70255065,-74.0127234,31
536,71.0,1 Ave & E 30 St,40.74144387,-73.97536082,29
539,71.0,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,31
540,71.0,Lexington Ave & E 29 St,40.74311555376486,-73.98215353488922,30
545,71.0,E 23 St & 1 Ave,40.736502,-73.97809472,27
546,71.0,E 30 St & Park Ave S,40.74444921,-73.98303529,38
2000,71.0,Front St & Washington St,40.70255088,-73.98940236,30
2001,71.0,Sands St & Navy St,40.699773,-73.979927,15
2002,71.0,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,27
2003,71.0,1 Ave & E 18 St,40.733812191966315,-73.98054420948029,39
2005,71.0,Railroad Ave & Kay Ave,40.70531194,-73.97100056,12
2006,71.0,Central Park S & 6 Ave,40.76590936,-73.97634151,49
2008,71.0,Little West St & 1 Pl,40.70569254,-74.01677685,24
2009,71.0,Catherine St & Monroe St,40.71117444,-73.99682619,35
2010,71.0,Grand St & Greene St,40.72165481,-74.00234737,39
2012,71.0,E 27 St & 1 Ave,40.739445,-73.976806,36
2021,71.0,W 45 St & 8 Ave,40.75929124,-73.98859651,43
2022,71.0,E 60 St & York Ave,40.759107,-73.959223,33
2023,71.0,E 55 St & Lexington Ave,40.75968085,-73.97031366,36
3002,71.0,South End Ave & Liberty St,40.711512,-74.015756,25
3016,71.0,Kent Ave & N 7 St,40.72036775298455,-73.96165072917938,47
3041,71.0,Kingston Ave & Herkimer St,40.67890679,-73.94142771,24
3042,71.0,Fulton St & Utica Ave,40.6794268,-73.9298911,19
3043,71.0,Lewis Ave & Decatur St,40.6814598,-73.934903,19
3044,71.0,Albany Ave & Fulton St,40.6800105,-73.938475,27
3046,71.0,Marcus Garvey Blvd & Macon St,40.682601,-73.938037,19
3047,71.0,Halsey St & Tompkins Ave,40.6823687,-73.944118,21
3048,71.0,Putnam Ave & Nostrand Ave,40.68402,-73.94977,19
3049,71.0,Cambridge Pl & Gates Ave,40.68488,-73.96304,18
3050,71.0,Putnam Ave & Throop Ave,40.6851532,-73.94111,21
3052,71.0,Lewis Ave & Madison St,40.686312,-73.935775,23
3053,71.0,Marcy Ave & Lafayette Ave,40.6900815,-73.947915,23
3054,71.0,Greene Ave & Throop Ave,40.6894932,-73.942061,19
3055,71.0,Greene Ave & Nostrand Ave,40.6883337,-73.950916,23
3056,71.0,Kosciuszko St & Nostrand Ave,40.69072549,-73.95133465,23
3057,71.0,Kosciuszko St & Tompkins Ave,40.69128258,-73.9452416,18
3058,71.0,Lewis Ave & Kosciuszko St,40.69237074,-73.93705428,24
3059,71.0,Pulaski St & Marcus Garvey Blvd,40.6933982,-73.939877,19
3060,71.0,Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915,19
3061,71.0,Throop Ave & Myrtle Ave,40.69622937,-73.94371094,21
3062,71.0,Myrtle Ave & Marcy Ave,40.69539817,-73.94954908,23
3063,71.0,Nostrand Ave & Myrtle Ave,40.69527008,-73.95238108,20
3064,71.0,Myrtle Ave & Lewis Ave,40.69681963,-73.93756926,23
3065,71.0,Union Ave & Wallabout St,40.70029511,-73.95032283,27
3066,71.0,Tompkins Ave & Hopkins St,40.69957608,-73.94708417,19
3067,71.0,Broadway & Whipple St,40.7016657,-73.9437303,27
3068,71.0,Humboldt St & Varet St,40.7031724,-73.940636,24
3069,71.0,Lorimer St & Broadway,40.70411791,-73.94818595,25
3070,71.0,McKibbin St & Manhattan Ave,40.70510918,-73.94407279,23
3071,71.0,Boerum St & Broadway,40.70538077,-73.94976519,19
3072,71.0,Leonard St & Boerum St,40.70583339,-73.94644578,24
3074,71.0,Montrose Ave & Bushwick Ave,40.70767788,-73.94016171,31
3075,71.0,Division Ave & Marcy Ave,40.70708701,-73.95796783,33
3076,71.0,Scholes St & Manhattan Ave,40.70870368,-73.9448625,24
3077,71.0,Stagg St & Union Ave,40.70877084,-73.95095259,33
3078,71.0,Broadway & Roebling St,40.70924826276157,-73.96063148975372,27
3080,71.0,S 4 St & Rodney St,40.70934,-73.95608,21
3081,71.0,Graham Ave & Grand St,40.711863,-73.944024,23
3082,71.0,Hope St & Union Ave,40.71167351,-73.95141312,25
3083,71.0,Bushwick Ave & Powers St,40.71247661,-73.94100005,30
3085,71.0,Roebling St & N 4 St,40.71469,-73.95739,25
3086,71.0,Graham Ave & Conselyea St,40.715143,-73.944507,25
3087,71.0,Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,30
3088,71.0,Union Ave & Jackson St,40.7160751,-73.952029,19
3091,71.0,Frost St & Meeker St,40.71764,-73.94882,31
3092,71.0,Berry St & N 8 St,40.7190095,-73.95852515,27
3093,71.0,N 6 St & Bedford Ave,40.71745169,-73.95850939,28
3094,71.0,Graham Ave & Withers St,40.7169811,-73.94485918,18
3095,71.0,Graham Ave & Herbert St,40.71929301,-73.94500379,23
3096,71.0,Union Ave & N 12 St,40.71924,-73.95242,39
3100,71.0,Nassau Ave & Newell St,40.724812564400175,-73.94752621650696,39
3101,71.0,N 12 St & Bedford Ave,40.72079821,-73.95484712,27
3102,71.0,Driggs Ave & Lorimer St,40.72179134,-73.9504154,27
3105,71.0,N 15 St & Wythe Ave,40.724055,-73.955736,24
3106,71.0,Driggs Ave & N Henry St,40.72325,-73.94308,19
3107,71.0,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,39
3108,71.0,Nassau Ave & Russell St,40.72557,-73.94434,24
3109,71.0,Banker St & Meserole Ave,40.72606,-73.95621,31
3110,71.0,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,27
3112,71.0,Milton St & Franklin St,40.72906,-73.95779,33
3113,71.0,Greenpoint Ave & Manhattan Ave,40.73026,-73.95394,27
3115,71.0,India St & Manhattan Ave,40.73232194,-73.9550858,34
3116,71.0,Huron St & Franklin St,40.73266,-73.95826,35
3117,71.0,Franklin St & Dupont St,40.73564,-73.95866,27
3118,71.0,McGuinness Blvd & Eagle St,40.73555,-73.95284,30
3119,71.0,Vernon Blvd & 50 Ave,40.74232744,-73.95411749,45
3120,71.0,Center Blvd & Borden Ave,40.74161,-73.96044,20
3121,71.0,Jackson Ave & 46 Rd,40.74524768,-73.94733276,27
3122,71.0,48 Ave & 5 St,40.744363287066875,-73.9558732509613,31
3123,71.0,31 St & Thomson Ave,40.74469738,-73.93540375,27
3124,71.0,46 Ave & 5 St,40.74731,-73.95451,27
3125,71.0,45 Rd & 11 St,40.74708586,-73.94977234,23
3126,71.0,44 Dr & Jackson Ave,40.74718234,-73.9432635,34
3127,71.0,9 St & 44 Rd,40.74966,-73.9521,35
3128,71.0,21 St & 43 Ave,40.75052534,-73.94594845,23
3129,71.0,Queens Plaza North & Crescent St,40.75110165,-73.94073717,31
3130,71.0,21 St & Queens Plaza North,40.75325964,-73.94335788,31
3131,71.0,E 68 St & 3 Ave,40.76712840349542,-73.96224617958069,31
3132,71.0,E 59 St & Madison Ave,40.76350532,-73.97109243,0
3134,71.0,3 Ave & E 62 St,40.76312584,-73.96526895,51
3135,71.0,E 75 St & 3 Ave,40.77112927,-73.95772297,41
3136,71.0,5 Ave & E 63 St,40.766368,-73.971518,47
3137,71.0,5 Ave & E 73 St,40.77282817,-73.96685276,31
3139,71.0,E 72 St & Park Ave,40.77118287540658,-73.96409422159195,43
3140,71.0,1 Ave & E 78 St,40.77140426,-73.9535166,55
3141,71.0,1 Ave & E 68 St,40.76500525,-73.95818491,59
3142,71.0,1 Ave & E 62 St,40.7612274,-73.96094022,41
3143,71.0,5 Ave & E 78 St,40.77632142182271,-73.96427392959595,47
3144,71.0,E 81 St & Park Ave,40.77677702,-73.9590097,46
3145,71.0,E 84 St & Park Ave,40.77862688,-73.95772073,45
3146,71.0,E 81 St & 3 Ave,40.77573034,-73.9567526,47
3147,71.0,E 85 St & 3 Ave,40.77801203,-73.95407149,39
3148,71.0,E 84 St & 1 Ave,40.77565541,-73.95068615,31
3150,71.0,E 85 St & York Ave,40.77536905,-73.94803392,47
3151,71.0,E 81 St & York Ave,40.7728384,-73.94989233,43
3152,71.0,3 Ave & E 71 St,40.76873687,-73.96119945,42
3153,71.0,E 71 St & 2 Ave,40.76817546742245,-73.95910263061523,37
3154,71.0,E 77 St & 3 Ave,40.77314236,-73.95856158,31
3155,71.0,Lexington Ave & E 63 St,40.76440023,-73.96648977,39
3156,71.0,E 72 St & York Ave,40.76663814,-73.95348296,37
3157,71.0,East End Ave & E 86 St,40.77518615,-73.94446054,27
3158,71.0,W 63 St & Broadway,40.77163851,-73.98261428,31
3159,71.0,W 67 St & Broadway,40.77492513,-73.98266566,31
3160,71.0,Central Park West & W 76 St,40.77896784,-73.97374737,0
3161,71.0,W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,59
3162,71.0,W 78 St & Broadway,40.78339981,-73.98093133,39
3163,71.0,Central Park West & W 68 St,40.7734066,-73.97782542,0
3164,71.0,Columbus Ave & W 72 St,40.7770575,-73.97898475,67
3165,71.0,Central Park West & W 72 St,40.77579376683666,-73.9762057363987,0
3166,71.0,Riverside Dr & W 72 St,40.78057799010334,-73.98562431335449,41
3167,71.0,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,55
3168,71.0,Central Park West & W 85 St,40.78472675,-73.96961715,31
3169,71.0,Riverside Dr & W 82 St,40.78720869,-73.98128127,39
3170,71.0,W 84 St & Columbus Ave,40.78499979,-73.97283406,35
3171,71.0,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,39
3172,71.0,W 74 St & Columbus Ave,40.7785669,-73.97754961,27
3173,71.0,Riverside Blvd & W 67 St,40.777507027547976,-73.98888587951659,39
3175,71.0,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,31
3177,71.0,W 84 St & Broadway,40.7867947,-73.977112,63
3178,71.0,Riverside Dr & W 78 St,40.78414472,-73.98362492,39
3179,71.0,Park Ave & Marcus Garvey Blvd,40.698617,-73.941342,23
3180,71.0,Brooklyn Bridge Park - Pier 2,40.69878,-73.99712,0
3183,70.0,Exchange Place,40.7162469,-74.0334588,30
3184,70.0,Paulus Hook,40.7141454,-74.0335519,14
3185,70.0,City Hall,40.7177325,-74.043845,22
