source,target,weight
MN06,MN31,13
MN06,MN32,43
MN06,MN33,75
MN06,MN34,262
MN06,MN40,89
MN06,MN50,31
MN06,QN31,1
MN09,MN09,7521
MN09,MN11,6906
MN09,MN12,18614
MN09,MN13,4763
MN09,MN14,5434
MN09,MN15,2100
MN09,MN17,3644
MN09,MN19,775
MN09,MN20,550
MN09,MN21,97
MN09,MN22,123
MN09,MN23,1013
MN09,MN24,937
MN09,MN25,808
MN09,MN27,59
MN09,MN28,26
MN09,MN31,935
MN09,MN32,1196
MN09,MN33,2119
MN09,MN34,3431
MN09,MN40,1887
MN09,MN50,58
MN09,QN31,27
MN09,QN68,51
MN09,QN70,13
MN09,QN71,6
MN09,QN72,4
MN11,MN11,10430
MN11,MN12,12739
MN11,MN13,1742
MN11,MN14,5999
MN11,MN15,1139
MN11,MN17,6988
MN11,MN19,904
MN11,MN20,389
MN11,MN21,33
MN11,MN22,102
MN11,MN23,334
MN11,MN24,209
MN11,MN25,186
MN11,MN27,44
MN11,MN28,17
MN11,MN31,1162
MN11,MN32,1467
MN11,MN33,6143
MN11,MN34,9412
MN11,MN40,6420
MN11,MN50,34
MN11,QN31,14
MN11,QN68,40
MN11,QN70,24
MN11,QN71,3
MN11,QN72,5
MN12,MN12,50724
MN12,MN13,20760
MN12,MN14,48668
MN12,MN15,11807
MN12,MN17,37333
MN12,MN19,6358
MN12,MN20,3712
MN12,MN21,513
MN12,MN22,723
MN12,MN23,5128
MN12,MN24,5492
MN12,MN25,5369
MN12,MN27,470
MN12,MN28,165
MN12,MN31,6414
MN12,MN32,4996
MN12,MN33,6956
MN12,MN34,2845
MN12,MN40,20618
MN12,MN50,299
MN12,QN31,307
MN12,QN68,176
MN12,QN70,174
MN12,QN71,18
MN12,QN72,22
MN13,MN13,145757
MN13,MN14,21182
MN13,MN15,53464
MN13,MN17,110234
MN13,MN19,14847
MN13,MN20,54724
MN13,MN21,17740
MN13,MN22,31976
MN13,MN23,114885
MN13,MN24,65324
MN13,MN25,47628
MN13,MN27,14471
MN13,MN28,12340
MN13,MN31,4260
MN13,MN32,2120
MN13,MN33,883
MN13,MN34,452
MN13,MN40,5176
MN13,MN50,15919
MN13,QN31,274
MN13,QN68,374
MN13,QN70,453
MN13,QN71,81
MN13,QN72,86
MN14,MN14,28422
MN14,MN15,21956
MN14,MN17,44073
MN14,MN19,7777
MN14,MN20,4746
MN14,MN21,656
MN14,MN22,1191
MN14,MN23,5374
MN14,MN24,5479
MN14,MN25,5115
MN14,MN27,593
MN14,MN28,288
MN14,MN31,7097
MN14,MN32,3474
MN14,MN33,2735
MN14,MN34,1147
MN14,MN40,19288
MN14,MN50,576
MN14,QN31,305
MN14,QN68,316
MN14,QN70,292
MN14,QN71,51
MN14,QN72,52
MN15,MN15,24457
MN15,MN17,55173
MN15,MN19,12588
MN15,MN20,10896
MN15,MN21,1184
MN15,MN22,2649
MN15,MN23,13278
MN15,MN24,10043
MN15,MN25,9468
MN15,MN27,1662
MN15,MN28,882
MN15,MN31,3293
MN15,MN32,1172
MN15,MN33,638
MN15,MN34,343
MN15,MN40,4355
MN15,MN50,814
MN15,QN31,158
MN15,QN68,189
MN15,QN70,405
MN15,QN71,94
MN15,QN72,37
MN17,MN17,90153
MN17,MN19,48604
MN17,MN20,76047
MN17,MN21,9605
MN17,MN22,13480
MN17,MN23,35330
MN17,MN24,18810
MN17,MN25,9397
MN17,MN27,6968
MN17,MN28,6429
MN17,MN31,15277
MN17,MN32,6312
MN17,MN33,4046
MN17,MN34,1435
MN17,MN40,31929
MN17,MN50,8126
MN17,QN31,1074
MN17,QN68,1360
MN17,QN70,1406
MN17,QN71,268
MN17,QN72,201
MN19,MN19,16617
MN19,MN20,24674
MN19,MN21,3415
MN19,MN22,6460
MN19,MN23,5253
MN19,MN24,3565
MN19,MN25,5214
MN19,MN27,3697
MN19,MN28,5335
MN19,MN31,18124
MN19,MN32,7577
MN19,MN33,1740
MN19,MN34,861
MN19,MN40,8756
MN19,MN50,5563
MN19,QN31,1270
MN19,QN68,1794
MN19,QN70,1486
MN19,QN71,272
MN19,QN72,353
MN20,MN20,30438
MN20,MN21,12334
MN20,MN22,18041
MN20,MN23,21776
MN20,MN24,13562
MN20,MN25,8251
MN20,MN27,8973
MN20,MN28,8372
MN20,MN31,8160
MN20,MN32,3526
MN20,MN33,863
MN20,MN34,510
MN20,MN40,4822
MN20,MN50,14156
MN20,QN31,438
MN20,QN68,688
MN20,QN70,680
MN20,QN71,134
MN20,QN72,82
MN21,MN21,2957
MN21,MN22,8482
MN21,MN23,10709
MN21,MN24,5784
MN21,MN25,2490
MN21,MN27,3883
MN21,MN28,4158
MN21,MN31,1062
MN21,MN32,487
MN21,MN33,108
MN21,MN34,40
MN21,MN40,614
MN21,MN50,6127
MN21,QN31,93
MN21,QN68,109
MN21,QN70,131
MN21,QN71,18
MN21,QN72,38
MN22,MN22,23852
MN22,MN23,52082
MN22,MN24,28290
MN22,MN25,11892
MN22,MN27,22584
MN22,MN28,25775
MN22,MN31,1669
MN22,MN32,736
MN22,MN33,209
MN22,MN34,92
MN22,MN40,1001
MN22,MN50,8559
MN22,QN31,211
MN22,QN68,190
MN22,QN70,198
MN22,QN71,39
MN22,QN72,21
MN23,MN23,74286
MN23,MN24,83335
MN23,MN25,38073
MN23,MN27,22660
MN23,MN28,20245
MN23,MN31,1714
MN23,MN32,747
MN23,MN33,304
MN23,MN34,95
MN23,MN40,1788
MN23,MN50,8003
MN23,QN31,172
MN23,QN68,265
MN23,QN70,202
MN23,QN71,31
MN23,QN72,20
MN24,MN24,71936
MN24,MN25,76479
MN24,MN27,41843
MN24,MN28,24016
MN24,MN31,1167
MN24,MN32,521
MN24,MN33,164
MN24,MN34,72
MN24,MN40,1411
MN24,MN50,4010
MN24,QN31,175
MN24,QN68,164
MN24,QN70,107
MN24,QN71,16
MN24,QN72,8
MN25,MN25,65932
MN25,MN27,28544
MN25,MN28,21727
MN25,MN31,951
MN25,MN32,405
MN25,MN33,46
MN25,MN34,60
MN25,MN40,558
MN25,MN50,4047
MN25,QN31,177
MN25,QN68,73
MN25,QN70,70
MN25,QN71,12
MN25,QN72,8
MN27,MN27,21148
MN27,MN28,35523
MN27,MN31,1008
MN27,MN32,399
MN27,MN33,187
MN27,MN34,41
MN27,MN40,578
MN27,MN50,3689
MN27,QN31,141
MN27,QN68,108
MN27,QN70,34
MN27,QN71,6
MN27,QN72,7
MN28,MN28,20320
MN28,MN31,816
MN28,MN32,265
MN28,MN33,83
MN28,MN34,24
MN28,MN40,269
MN28,MN50,4818
MN28,QN31,142
MN28,QN68,102
MN28,QN70,48
MN28,QN71,11
MN28,QN72,10
MN31,MN31,11449
MN31,MN32,17621
MN31,MN33,3434
MN31,MN34,2169
MN31,MN40,13270
MN31,MN50,1203
MN31,QN31,1242
MN31,QN68,1630
MN31,QN70,867
MN31,QN71,236
MN31,QN72,155
MN32,MN32,9645
MN32,MN33,13025
MN32,MN34,6431
MN32,MN40,10098
MN32,MN50,491
MN32,QN31,406
MN32,QN68,275
MN32,QN70,296
MN32,QN71,37
MN32,QN72,80
MN33,MN33,7159
MN33,MN34,8440
MN33,MN40,5855
MN33,MN50,153
MN33,QN31,59
MN33,QN68,64
MN33,QN70,91
MN33,QN71,32
MN33,QN72,106
MN34,MN34,8061
MN34,MN40,1810
MN34,MN50,65
MN34,QN31,31
MN34,QN68,55
MN34,QN70,55
MN34,QN71,26
MN34,QN72,50
MN40,MN40,18900
MN40,MN50,437
MN40,QN31,346
MN40,QN68,458
MN40,QN70,265
MN40,QN71,69
MN40,QN72,56
MN50,MN50,4775
MN50,QN31,87
MN50,QN68,60
MN50,QN70,88
MN50,QN71,40
MN50,QN72,10
QN31,QN31,15448
QN31,QN68,7357
QN31,QN70,5275
QN31,QN71,1849
QN31,QN72,1040
QN68,QN68,5188
QN68,QN70,10860
QN68,QN71,2453
QN68,QN72,1777
QN70,QN70,16650
QN70,QN71,9349
QN70,QN72,7220
QN71,QN71,3675
QN71,QN72,4205
QN72,QN72,8400
