id,latitude,longitude,availabledocks,stationname,statuskey,statusvalue,totaldocks
3130,40.75325964,-73.94335788,30,21 St & Queens Plaza North,1,In Service,31
3131,40.7671284034954,-73.9622461795807,27,E 68 St & 3 Ave,1,In Service,31
3132,40.76350532,-73.97109243,8,E 59 St & Madison Ave,1,In Service,35
3134,40.76312584,-73.96526895,48,3 Ave & E 62 St,1,In Service,51
3135,40.77112927,-73.95772297,32,E 75 St & 3 Ave,1,In Service,41
3136,40.766368,-73.971518,47,5 Ave & E 63 St,3,Not In Service,47
3137,40.77282817,-73.96685276,30,5 Ave & E 73 St,3,Not In Service,31
3139,40.7711828754066,-73.9640942215919,32,E 72 St & Park Ave,1,In Service,43
3140,40.77140426,-73.9535166,20,1 Ave & E 78 St,1,In Service,55
3141,40.76500525,-73.95818491,55,1 Ave & E 68 St,1,In Service,59
3142,40.761227399999996,-73.96094022,40,1 Ave & E 62 St,1,In Service,41
3143,40.77632142182271,-73.9642739295959,37,5 Ave & E 78 St,1,In Service,47
3144,40.77677702,-73.95900970000001,44,E 81 St & Park Ave,1,In Service,46
3145,40.77862688,-73.95772073,42,E 84 St & Park Ave,1,In Service,45
3146,40.77573034,-73.9567526,41,E 81 St & 3 Ave,1,In Service,47
3147,40.77801203,-73.95407149,24,E 85 St & 3 Ave,1,In Service,39
3148,40.77565541,-73.95068615,18,E 84 St & 1 Ave,1,In Service,31
3150,40.77536905,-73.94803392,39,E 85 St & York Ave,1,In Service,47
3151,40.7728384,-73.94989233,32,E 81 St & York Ave,1,In Service,43
3152,40.76873687,-73.96119945,38,3 Ave & E 71 St,1,In Service,41
3153,40.7681754674225,-73.9591026306152,27,E 71 St & 2 Ave,1,In Service,37
3154,40.77314236,-73.95856158,28,E 77 St & 3 Ave,1,In Service,31
3155,40.76440023,-73.96648977,36,Lexington Ave & E 63 St,1,In Service,39
3156,40.76663814,-73.95348296,23,E 72 St & York Ave,1,In Service,37
3157,40.77518615,-73.94446054,19,East End Ave & E 86 St,1,In Service,27
3158,40.77163851,-73.98261428,22,W 63 St & Broadway,1,In Service,31
3159,40.77492513,-73.98266566,26,W 67 St & Broadway,1,In Service,31
3160,40.77896784,-73.97374737,18,Central Park West & W 76 St,1,In Service,39
3161,40.7801839724239,-73.9772853255272,16,W 76 St & Columbus Ave,1,In Service,59
3162,40.78339981,-73.98093133,28,W 78 St & Broadway,1,In Service,39
3163,40.7734066,-73.97782542,2,Central Park West & W 68 St,1,In Service,43
3164,40.7770575,-73.97898475,32,Columbus Ave & W 72 St,1,In Service,67
3165,40.775793766836706,-73.97620573639871,17,Central Park West & W 72 St,1,In Service,51
3166,40.780577990103296,-73.9856243133545,36,Riverside Dr & W 72 St,1,In Service,41
3167,40.7796680900731,-73.9809304475784,39,Amsterdam Ave & W 73 St,3,Not In Service,55
3168,40.78472675,-73.96961715,19,Central Park West & W 85 St,1,In Service,31
3169,40.78720869,-73.98128127,38,Riverside Dr & W 82 St,1,In Service,39
3170,40.78499979,-73.97283406,12,W 84 St & Columbus Ave,1,In Service,35
3171,40.78524672,-73.97667321,28,Amsterdam Ave & W 82 St,1,In Service,39
3172,40.7785669,-73.97754961,23,W 74 St & Columbus Ave,1,In Service,27
3173,40.777507027548,-73.98888587951659,12,Riverside Blvd & W 67 St,1,In Service,39
3175,40.77748046,-73.98288594,25,W 70 St & Amsterdam Ave,1,In Service,31
3177,40.7867947,-73.977112,45,W 84 St & Broadway,1,In Service,63
3178,40.78414472,-73.98362492,5,Riverside Dr & W 78 St,1,In Service,39
3179,40.698617,-73.941342,22,Park Ave & Marcus Garvey Blvd,1,In Service,23
3180,40.69878,-73.99712,0,Brooklyn Bridge Park - Pier 2,3,Not In Service,0
3182,40.686931,-74.016966,17,Yankee Ferry Terminal,1,In Service,42
3183,40.7162469,-74.0334588,19,Exchange Place,1,In Service,30
3184,40.7141454,-74.0335519,8,Paulus Hook,1,In Service,14
3185,40.717732500000004,-74.04384499999999,4,City Hall,1,In Service,22
3186,40.7195861164717,-74.0431174635887,18,Grove St PATH,1,In Service,42
3187,40.721123600000006,-74.03805095,18,Warren St,1,In Service,22
3191,40.71821129999999,-74.08363940000001,11,Union St,1,In Service,18
3192,40.711242299999995,-74.0557013,6,Liberty Light Rail,1,In Service,22
3193,40.7246050998869,-74.07840594649309,13,Lincoln Park,1,In Service,18
3194,40.7253399253558,-74.06762212514879,21,McGinley Square,1,In Service,22
3195,40.730742625306604,-74.0637838840485,3,Sip Ave,1,In Service,38
3196,40.7443187,-74.04399090000001,18,Riverview Park,1,In Service,18
3198,40.7487159453802,-74.04044330120091,13,Heights Elevator,1,In Service,18
3199,40.728744799999994,-74.03210820000001,7,Newport Pkwy,1,In Service,14
3201,40.737711,-74.066921,4,Dey St,1,In Service,18
3202,40.7272235,-74.03375890000001,10,Newport PATH,1,In Service,18
3203,40.727595965999996,-74.044247311,2,Hamilton Park,1,In Service,26
3205,40.716539780991894,-74.0496379137039,2,JC Medical Center,1,In Service,22
3206,40.7311689,-74.0575736,26,Hilltop,1,In Service,26
3207,40.7376037,-74.05247829999999,23,Oakland Ave,1,In Service,26
3209,40.7241765,-74.05065640000001,1,Brunswick St,1,In Service,22
3210,40.742677141,-74.051788633,7,Pershing Field,1,In Service,18
3211,40.72152515,-74.046304543,0,Newark Ave,1,In Service,22
3212,40.734785818,-74.050443636,19,Christ Hospital,1,In Service,22
3213,40.71848892,-74.047726625,1,Van Vorst Park,1,In Service,22
3214,40.712774200000005,-74.03648570000001,3,Essex Light Rail,1,In Service,22
3220,40.7349610200095,-74.05950307846071,17,5 Corners Library,1,In Service,18
3221,40.743,-73.93561,18,47 Ave & 31 St,1,In Service,27
3223,40.7589965596051,-73.9686539769173,50,E 55 St & 3 Ave,1,In Service,53
3225,40.7236589,-74.0641943,13,Baldwin at Montgomery,1,In Service,14
3226,40.78275,-73.97137,38,W 82 St & Central Park West,1,In Service,45
3231,40.76780080148129,-73.96592080593109,35,E 67 St & Park Ave,1,In Service,39
3232,40.68962188790329,-73.9830426871777,6,Bond St & Fulton St,1,In Service,31
3233,40.7572456791173,-73.978059142828,37,E 48 St & 5 Ave,1,In Service,39
3235,40.752165280622,-73.97992193698879,26,E 41 St & Madison Ave,1,In Service,31
3236,40.75898481399629,-73.9937996864319,26,W 42 St & Dyer Ave,1,In Service,33
3241,40.686203000000006,-73.944694,16,Monroe St & Tompkins Ave,1,In Service,19
3242,40.69102925677971,-73.991833627224,32,Schermerhorn St & Court St,1,In Service,39
3243,40.7589238637769,-73.96226227283479,24,E 58 St & 1 Ave,1,In Service,29
3244,40.7314372408523,-73.9949034154415,27,University Pl & E 8 St,1,In Service,31
3249,40.680356084043396,-73.94767910242079,7,Verona Pl & Fulton St,1,In Service,19
3255,40.7505853470215,-73.9946848154068,8,8 Ave & W 31 St,1,In Service,19
3256,40.7277140777778,-74.011295735836,11,Pier 40 - Hudson River Park,1,In Service,22
3258,40.750181563256795,-74.00218427181241,23,W 27 St & 10 Ave,1,In Service,37
3259,40.749370241932795,-73.9992338418961,17,9 Ave & W 28 St,1,In Service,27
3260,40.7270636334831,-73.99662137031551,24,Mercer St & Bleecker St,1,In Service,31
3263,40.729514962249496,-73.990752696991,55,Cooper Square & Astor Pl,1,In Service,59
3267,40.7124188237569,-74.0385255217552,3,Morris Canal,1,In Service,14
3268,40.7134638266919,-74.0628585219383,0,Lafayette Park,1,In Service,14
3269,40.726011729646295,-74.0503889322281,11,Brunswick & 6th,1,In Service,14
3270,40.7252891078113,-74.0455716848373,2,Jersey & 6th St,1,In Service,14
3272,40.7233315864644,-74.04595255851741,1,Jersey & 3rd,1,In Service,14
3273,40.72165072488,-74.0428841114044,6,Manila & 1st,1,In Service,18
3275,40.7183551982321,-74.0389144420624,6,Columbus Drive,1,In Service,14
3276,40.7145840353589,-74.042817056179,3,Marin Light Rail,1,In Service,26
3277,40.714358368704296,-74.0666109323502,11,Communipaw & Berry Lane,1,In Service,14
3278,40.725685483629,-74.0487903356552,1,Monmouth and 6th,1,In Service,14
3279,40.721630142638396,-74.04996782541279,4,Dixon Mills,1,In Service,18
3280,40.719282200707,-74.071261882782,12,Astor Place,1,In Service,14
3281,40.7459099663156,-74.05727148056029,8,Leonard Gordon Park,1,In Service,14
3282,40.78307,-73.95939,37,5 Ave & E 88 St,1,In Service,38
3283,40.7882213,-73.97041561,35,W 89 St & Columbus Ave,1,In Service,47
3284,40.78141070019,-73.9559590816498,35,E 88 St & Park Ave,1,In Service,38
3285,40.78839,-73.9747,26,W 87 St & Amsterdam Ave,1,In Service,43
3286,40.7806284,-73.9521667,38,E 89 St & 3 Ave,1,In Service,39
3288,40.778301,-73.9488134,21,E 88 St & 1 Ave,1,In Service,39
3289,40.7901794809508,-73.9728891849518,27,W 90 St & Amsterdam Ave,1,In Service,32
3290,40.7779453,-73.94604100000001,26,E 89 St & York Ave,1,In Service,35
3292,40.785785100000005,-73.957481,40,5 Ave & E 93 St,1,In Service,43
3293,40.7921,-73.9739,23,W 92 St & Broadway,1,In Service,24
3294,40.7835016,-73.955327,37,E 91 St & Park Ave,1,In Service,38
3295,40.791270000000004,-73.964839,34,Central Park W & W 96 St,1,In Service,59
3296,40.7824541752799,-73.94891962409021,30,E 93 St & 2 Ave,1,In Service,42
3297,40.668662700000006,-73.97988067,18,6 St & 7 Ave,1,In Service,21
3298,40.686371,-73.99383324,22,Warren St & Court St,1,In Service,23
3299,40.788129999999995,-73.95206,24,E 98 St & Park Ave,1,In Service,25
3300,40.6651468153379,-73.9763760566711,24,Prospect Park West & 8 St,1,In Service,25
3301,40.7919557,-73.968087,0,Columbus Ave & W 95 St,3,Not In Service,0
3302,40.7969347,-73.9643412291,21,Columbus Ave & W 103 St,1,In Service,22
3303,40.6849894,-73.99440329,14,Butler St & Court St,1,In Service,25
3304,40.668127,-73.98377641,23,6 Ave & 9 St,1,In Service,27
3305,40.7811222993417,-73.9496558904648,30,E 91 St & 2 Ave,1,In Service,39
3306,40.666207799999995,-73.98199886,22,10 St & 7 Ave,1,In Service,23
3307,40.7941654,-73.974124,31,West End Ave & W 94 St,1,In Service,31
3308,40.686175799999994,-73.99645295,21,Kane St & Clinton St,1,In Service,27
3309,40.7859201,-73.94860294,25,E 97 St & 3 Ave,1,In Service,30
3310,40.663779,-73.98396846,22,14 St & 7 Ave,1,In Service,24
3311,40.68763155,-74.0016256,6,Columbia St & Kane St,1,In Service,21
3312,40.78172120000001,-73.94594000000001,5,1 Ave & E 94 St,1,In Service,39
3313,40.666318100000005,-73.9854617,25,6 Ave & 12 St,1,In Service,29
3314,40.7937704,-73.971888,31,W 95 St & Broadway,1,In Service,32
3315,40.684751399999996,-73.99917254,6,Henry St & Degraw St,1,In Service,23
3317,40.6686273,-73.98700053,12,10 St & 5 Ave,1,In Service,24
3318,40.7839636,-73.94716729999999,16,2 Ave & E 96 St,1,In Service,39
3319,40.666287,-73.98895053,4,14 St & 5 Ave,1,In Service,21
3320,40.7940666081855,-73.9628684520721,14,Central Park West & W 100 St,1,In Service,49
3321,40.683116399999996,-73.99785267,19,Clinton St & Union St,1,In Service,25
3322,40.668603000000004,-73.99043940000001,15,12 St & 4 Ave,1,In Service,25
3323,40.798185600000004,-73.96059090060001,49,W 106 St & Central Park West,1,In Service,59
3324,40.6685455,-73.99333264,1,3 Ave & 14 St,1,In Service,25
3326,40.67434,-74.00194698,4,Clinton St & Centre St,1,In Service,21
3327,40.787721399999995,-73.94728331,25,3 Ave & E 100 St,1,In Service,27
3328,40.795,-73.9645,34,W 100 St & Manhattan Ave,1,In Service,39
3329,40.6829151,-73.99318208,25,Degraw St & Smith St,1,In Service,27
3330,40.672505799999996,-74.00494695,9,Henry St & Bay St,1,In Service,19
3331,40.8013434,-73.97114574390001,33,Riverside Dr & W 104 St,1,In Service,39
3332,40.681990442707,-73.9907902479172,11,Degraw St & Hoyt St,1,In Service,19
3333,40.6747055,-74.00755720000001,7,Columbia St & Lorraine St,1,In Service,21
3335,40.6772744,-73.98282002,1,Union St & 4 Ave,1,In Service,28
3336,40.787801,-73.953559,40,E 97 St & Madison Ave,1,In Service,41
3337,40.673635513415,-74.0119555592537,1,Dwight St & Van Dyke St,1,In Service,23
3338,40.786258600000004,-73.94552579,26,2 Ave & E 99 St,1,In Service,31
3339,40.6765304,-73.97846879,5,Berkeley Pl & 6 Ave,1,In Service,23
3340,40.6753274,-74.0100698,0,Wolcott St & Dwight St,1,In Service,21
3341,40.795346,-73.96186,12,Central Park West & W 102 St,1,In Service,41
3342,40.677774799999995,-74.0094613,21,Pioneer St & Richards St,1,In Service,23
3343,40.7997568,-73.9621128676,23,W 107 St & Columbus Ave,1,In Service,23
3344,40.679043,-74.011169,8,Pioneer St & Van Brunt St,1,In Service,19
3345,40.789485415532106,-73.9524292945862,35,Madison Ave & E 99 St,1,In Service,35
3346,40.6751468387098,-73.9752320945263,24,Berkeley Pl & 7 Ave,1,In Service,29
3347,40.6773429,-74.01275056,5,Van Brunt St & Wolcott St,1,In Service,21
3348,40.677236,-74.015665,4,Coffey St & Conover St,1,In Service,19
3349,40.6729679,-73.97087984,25,Grand Army Plaza & Plaza St West,1,In Service,30
3350,40.797372100000004,-73.97041192,39,W 100 St & Broadway,1,In Service,39
3351,40.7869946,-73.94164802,7,E 102 St & 1 Ave,1,In Service,25
3352,40.6726724341095,-74.00879524648191,5,Sigourney St & Columbia St,1,In Service,21
3354,40.668132,-73.97363831,30,3 St & Prospect Park West,1,In Service,31
3355,40.7680088930595,-73.9684528112411,21,E 66 St & Madison Ave,1,In Service,25
3356,40.7746671,-73.98470567,16,Amsterdam Ave & W 66 St,1,In Service,21
3357,40.80083629999999,-73.9664492472,34,W 106 St & Amsterdam Ave,1,In Service,35
3358,40.671197799999995,-73.97484126,16,Garfield Pl & 8 Ave,1,In Service,25
3359,40.7691572,-73.96703464,16,E 68 St & Madison Ave,1,In Service,35
3360,40.7829391,-73.9786517,17,Amsterdam Ave & W 79 St,1,In Service,25
3361,40.6740886,-73.9787282,8,Carroll St & 6 Ave,1,In Service,23
3362,40.7781314,-73.96069399,19,Madison Ave & E 82 St,1,In Service,31
3363,40.7904828,-73.95033068,31,E 102 St & Park Ave,1,In Service,33
3364,40.6751622,-73.9814832,4,Carroll St & 5 Ave,1,In Service,27
3365,40.67038370000001,-73.97839676,22,3 St & 7 Ave,1,In Service,27
3366,40.8021174,-73.9681805305,27,West End Ave & W 107 St,1,In Service,31
3367,40.792255299999994,-73.95249933,36,5 Ave & E 103 St,1,In Service,39
3368,40.672815500000006,-73.98352355,13,5 Ave & 3 St,1,In Service,30
3369,40.7724607,-73.9468208,24,E 82 St & East End Ave,1,In Service,29
3370,40.7727966,-73.95577801,25,E 78 St & 2 Ave,1,In Service,25
3371,40.674613422475794,-73.98501142859459,16,4 Ave & 2 St,1,In Service,27
3372,40.7689738,-73.95482273,27,E 74 St & 1 Ave,1,In Service,39
3373,40.675070500000004,-73.98775226,17,3 St & 3 Ave,1,In Service,27
3374,40.799484,-73.955613,4,Central Park North & Adam Clayton Powell Blvd,1,In Service,36
3375,40.7699426,-73.96060712,18,3 Ave & E 72 St,1,In Service,35
3376,40.7647185194434,-73.962220698595,34,E 65 St & 2 Ave,1,In Service,39
3377,40.6786115,-73.99037292,17,Carroll St & Bond St,1,In Service,25
3378,40.773763,-73.96222088,24,E 76 St & Park Ave,1,In Service,28
3379,40.790305100000005,-73.94755757,33,E 103 St & Lexington Ave,1,In Service,35
3381,40.6777287,-73.99364123,9,3 St & Hoyt St,1,In Service,21
3382,40.680611,-73.99475825,8,Carroll St & Smith St,1,In Service,31
3383,40.804213,-73.96699104,23,Cathedral Pkwy & Broadway,1,In Service,25
3384,40.678724200000005,-73.99599099,14,Smith St & 3 St,1,In Service,25
3386,40.6809591,-73.99905709,23,1 Pl & Clinton St,1,In Service,27
3387,40.79343370000001,-73.94945003,24,E 106 St & Madison Ave,1,In Service,25
3388,40.6828003,-73.99990419,8,President St & Henry St,1,In Service,25
3389,40.6830456,-74.00348559,22,Carroll St & Columbia St,1,In Service,28
3390,40.79329668,-73.9432083,18,E 109 St & 3 Ave,1,In Service,24
3391,40.7892529,-73.93956237,21,E 106 St & 1 Ave,1,In Service,25
3392,40.681211700000006,-74.00860912,15,Commerce St & Van Brunt St,1,In Service,19
3393,40.67943270000001,-74.00785041,2,Richards St & Delavan St,1,In Service,19
3394,40.6769993,-74.00647134,11,Columbia St & W 9 St,1,In Service,21
3396,40.6783563,-74.00014502,16,Clinton St & 4 Place,1,In Service,25
3397,40.6763947,-73.99869893,0,Court St & Nelson St,3,Not In Service,0
3398,40.67469570000001,-73.99785768,3,Smith St & 9 St,1,In Service,23
3399,40.6726029815013,-73.9898300170898,15,7 St & 3 Ave,1,In Service,24
3400,40.796153499999996,-73.94782145,23,E 110 St & Madison Ave,1,In Service,24
3401,40.6724811,-73.99331394,3,2 Ave & 9 St,1,In Service,19
3402,40.6902375,-73.99203074,8,Court St & State St,1,In Service,23
3403,40.6705135,-73.98876585,23,4 Ave & 9 St,1,In Service,31
3404,40.670492200000005,-73.98541675,16,7 St & 5 Ave,1,In Service,27
3405,40.670483600000004,-73.98208968,21,5 St & 6 Ave,1,In Service,23
3407,40.6790979972168,-73.9876547455788,10,Union St & Nevins St,1,In Service,23
3408,40.6881529,-73.99520919,21,Congress St & Clinton St,1,In Service,27
3409,40.686744299999994,-73.99063168,9,Bergen St & Smith St,1,In Service,35
3410,40.686444200000004,-73.98759104,22,Dean St & Hoyt St,1,In Service,31
3411,40.6849668,-73.98620772,18,Bond St & Bergen St,1,In Service,27
3412,40.6853761,-73.98302136,1,Pacific St & Nevins St,1,In Service,18
3413,40.6827549,-73.98258555,10,Wyckoff St & 3 Ave,1,In Service,22
3414,40.680944723477296,-73.9756733179092,7,Bergen St & Flatbush Ave,1,In Service,33
3415,40.6793307,-73.97519523,10,Prospect Pl & 6 Ave,1,In Service,25
3417,40.6795766,-73.97854971,2,Baltic St & 5 Ave,1,In Service,27
3418,40.675020700000005,-73.97111473,31,Plaza St West & Flatbush Ave,1,In Service,33
3419,40.67927879999999,-73.98154004,2,Douglass St & 4 Ave,1,In Service,27
3420,40.6802133,-73.98432695,1,Douglass St & 3 Ave,1,In Service,21
3421,40.6843549,-73.98901629,14,Hoyt St & Warren St,1,In Service,23
3422,40.6859296,-74.00242364,1,Columbia St & Degraw St,1,In Service,21
3423,40.6610633719006,-73.97945255041121,20,West Drive & Prospect Park West,1,In Service,29
3424,40.791976,-73.945993,19,E 106 St & Lexington Ave,1,In Service,27
3425,40.789210499999996,-73.94370784,30,2 Ave & E 104 St,1,In Service,33
3427,40.724305272503294,-73.9960098266602,37,Lafayette St & Jersey St,1,In Service,40
3429,40.6850680730818,-73.97790759801859,14,Hanson Pl & Ashland Pl,1,In Service,39
3430,40.7190789117956,-73.94223690032959,17,Richardson St & N Henry St,1,In Service,19
3431,40.746524,-73.977885,23,E 35 St & 3 Ave,1,In Service,23
3434,40.790254173304206,-73.9771834015846,34,W 88 St & West End Ave,1,In Service,35
3435,40.718821999999996,-73.99596,29,Grand St & Elizabeth St,1,In Service,45
3437,40.7931348098666,-73.97700369358058,26,Riverside Dr & W 91 St,1,In Service,39
3440,40.6924182925785,-73.989494740963,30,Fulton St & Adams St,1,In Service,43
3443,40.761329831248105,-73.9798200130463,34,W 52 St & 6 Ave,1,In Service,41
3449,40.7214625622982,-73.9480090141296,17,Eckford St & Engert Ave,1,In Service,18
3452,40.719155716960394,-73.9488539099693,42,Bayard St & Leonard St,1,In Service,43
3453,40.713352262228796,-73.9491033554077,18,Devoe St & Lorimer St,1,In Service,19
3454,40.71036854235229,-73.94705951213841,20,Leonard St & Maujer St,1,In Service,24
3456,40.716380319735606,-73.9482128620148,20,Jackson St & Leonard St,1,In Service,22
3457,40.76302594280521,-73.9720952510834,37,E 58 St & Madison Ave,1,In Service,46
3458,40.763093872708,-73.97835016250609,35,W 55 St & 6 Ave,1,In Service,40
3459,40.7576322773944,-73.9693057537079,29,E 53 St & 3 Ave,1,In Service,34
3461,40.7148515052625,-74.0112233161926,21,Murray St & Greenwich St,1,In Service,33
3462,40.751183874632794,-73.9713871479034,34,E 44 St & 2 Ave,1,In Service,39
3463,40.735367055605394,-73.9879739284515,37,E 16 St & Irving Pl,1,In Service,37
3467,40.7249467235942,-74.0016585588455,41,W Broadway & Spring Street,1,In Service,42
3469,40.7318140172097,-73.9599502086639,16,India St & West St,1,In Service,23
3472,40.742753828659,-74.0074735879898,25,W 15 St & 10 Ave,1,In Service,39
3474,40.7252556952547,-74.0041208267212,15,6 Ave & Spring St,1,In Service,36
3477,40.6553997744783,-74.01062786579129,13,39 St & 2 Ave - Citi Bike HQ at Industry City,1,In Service,33
3478,40.6570886666848,-74.00870203971859,21,2 Ave & 36 St - Citi Bike HQ at Industry City,1,In Service,43
3479,40.6851255951541,-74.0253531932831,13,Picnic Point,1,In Service,45
3481,40.71649,-74.04105,3,York St,1,In Service,22
3483,40.71942,-74.05099,4,Montgomery St,1,In Service,14
3486,40.6884174275408,-73.9845165610313,9,Schermerhorn St & Bond St,1,In Service,30
3489,40.710699946313895,-74.003541469574,20,Gold St & Frankfort St,1,In Service,31
3490,40.796879,-73.93726099999999,28,E 116 St & 2 Ave,1,In Service,31
3491,40.797470000000004,-73.93504,21,E 118 St & 1 Ave,1,In Service,24
3492,40.8005385,-73.9419949,25,E 118 St & Park Ave,1,In Service,27
3493,40.799139000000004,-73.9389152,30,E 118 St & 3 Ave,1,In Service,31
3494,40.797911,-73.9423,25,E 115 St & Lexington Ave,1,In Service,25
3495,40.79456629999999,-73.9362541,25,E 114 St & 1 Ave,1,In Service,26
3496,40.7923272,-73.9383,17,1 Ave & E 110 St,1,In Service,25
3497,40.794987899999995,-73.9333349,5,Pleasant Ave & E 116 St,1,In Service,23
3498,40.7974772,-73.9311847,17,Pleasant Ave & E 120 St,1,In Service,21
3499,40.8006721,-73.9349,24,2 Ave & E 122 St,1,In Service,25
3500,40.7989445,-73.944846,25,E 115 St & Madison Ave,1,In Service,31
3501,40.801486600000004,-73.9442507,25,E 118 St & Madison Ave,1,In Service,29
3502,40.79541210000001,-73.9441232,25,Lexington Ave & E 111 St,1,In Service,29
3503,40.80295,-73.942954,30,Madison Ave & E 120 St,1,In Service,30
3504,40.802926299999996,-73.9379,12,E 123 St & Lexington Ave,1,In Service,27
3505,40.805726,-73.936322,28,Lexington Ave & E 127 St,1,In Service,33
3506,40.8013066,-73.93981670000001,27,Lexington Ave & E 120 St,1,In Service,29
3507,40.8045555,-73.93968609999999,23,Park Ave & E 124 St,1,In Service,36
3508,40.809725,-73.953149,29,St Nicholas Ave & Manhattan Ave,1,In Service,31
3509,40.8011939,-73.9500739,26,Lenox Ave & W 115 St,1,In Service,31
3510,40.8078316,-73.949373,27,Adam Clayton Powell Blvd & W 123 St,1,In Service,31
3511,40.802535,-73.9532423,6,Adam Clayton Powell Blvd & W 115 St,1,In Service,22
3512,40.7747175,-73.93378940000001,18,27 Ave & 4 St,1,In Service,19
3513,40.774645,-73.92370600000001,18,21 St & Hoyt Ave S,1,In Service,21
3514,40.7767,-73.927631,23,Astoria Park S & Shore Blvd,1,In Service,23
3515,40.774591,-73.918544,18,24 Ave & 26 St,1,In Service,19
3516,40.76991760000001,-73.91840570000001,29,31 St & Astoria Blvd,1,In Service,31
3517,40.771152799999996,-73.9170074,27,31 St & Hoyt Ave N,1,In Service,35
3518,40.808442,-73.94520870000001,19,Lenox Ave & W 126 St,1,In Service,34
3519,40.764258,-73.911239,0,28 Ave & 43 St,3,Not In Service,0
3520,40.804372,-73.951475,25,Adam Clayton Powell Blvd & W 118 St,1,In Service,27
3521,40.7987859,-73.9523,33,Lenox Ave & W 111 St,1,In Service,36
3522,40.7701477,-73.9120938,12,37 St & 24 Ave,1,In Service,19
3523,40.7729,-73.91614200000001,20,24 Ave & 29 St,1,In Service,25
3524,40.777455200000006,-73.9225403,11,19 St & 24 Ave,1,In Service,22
3525,40.776165,-73.9153175,18,23 Ave & 27 St,1,In Service,21
3526,40.7747878,-73.91255509999999,11,31 St & 23 Ave,1,In Service,27
3527,40.806979999999996,-73.94174699999999,21,5 Ave & E 126 St,1,In Service,27
3528,40.771393700000004,-73.9077436,6,Steinway St & 23 Ave,1,In Service,20
3529,40.8107922,-73.9430681,20,Lenox Ave & W 130 St,1,In Service,25
3530,40.7787185,-73.9145645,14,Crescent St & Ditmars Blvd,1,In Service,19
3531,40.8125511,-73.9492286,22,Frederick Douglass Blvd & W 129 St,1,In Service,27
3532,40.78145,-73.9183302,12,Ditmars Blvd & 19 St,1,In Service,27
3533,40.8114323,-73.95187759999999,31,St. Nicholas Ave & W 126 St,1,In Service,34
3534,40.805159,-73.95469200000001,24,Frederick Douglass Blvd & W 117 St,1,In Service,39
3535,40.804038,-73.945925,23,Mt Morris Park W & W 120 St,1,In Service,27
3536,40.8082,-73.9641,41,W 116 St & Broadway,1,In Service,43
3537,40.68097410000001,-73.97100970000001,26,Carlton Ave & Dean St,1,In Service,29
3538,40.802692,-73.96295,35,W 110 St & Amsterdam Ave,1,In Service,45
3539,40.8067581,-73.9607082,9,W 116 St & Amsterdam Ave,1,In Service,43
3540,40.81,-73.9551508,34,Morningside Ave & W 123 St,1,In Service,35
3541,40.813358,-73.956461,28,Amsterdam Ave & W 125 St,1,In Service,39
3542,40.8086249,-73.9596214,29,Amsterdam Ave & W 119 St,1,In Service,29
3543,40.81028506306,-73.9573645591736,32,Morningside Dr & Amsterdam Ave,1,In Service,35
3544,40.6804836,-73.9646795,25,Underhill Ave & Pacific St,1,In Service,27
3545,40.8120562,-73.9612547,30,Broadway & W 122 St,1,In Service,33
3546,40.67919439999999,-73.95879029999999,21,Pacific St & Classon Ave,1,In Service,21
3547,40.8143256,-73.9590255,32,Broadway & Moylan Pl,1,In Service,41
3549,40.678045000000004,-73.962408,18,Grand Ave & Bergen St,1,In Service,25
3551,40.795508,-73.94160600000001,21,3 Ave & E 112 St,1,In Service,23
3552,40.805973,-73.964928,36,W 113 St & Broadway,1,In Service,39
3553,40.801694,-73.957145,25,Frederick Douglass Blvd & W 112 St,1,In Service,37
3554,40.7552433,-73.94856779999999,27,Vernon Blvd & 41 Rd,1,In Service,27
3555,40.751047,-73.93796999999999,20,28 St & 41 Ave,1,In Service,27
3556,40.752708500000004,-73.9397405,18,24 St & 41 Ave,1,In Service,19
3557,40.75742,-73.945133,13,40 Ave & 9 St,1,In Service,19
3558,40.6794388,-73.96804379999999,20,Bergen St & Vanderbilt Ave,1,In Service,27
3559,40.7576314,-73.9391224,18,21 St & 38 Ave,1,In Service,19
3560,40.754876,-73.934326,19,28 St & 38 Ave,1,In Service,19
3561,40.7531106,-73.9279917,23,37 Ave & 35 St,1,In Service,26
3562,40.676519799999994,-73.9596082,18,Classon Ave & St Marks Ave,1,In Service,27
3563,40.757186,-73.93271899999999,21,28 St & 36 Ave,1,In Service,21
3564,40.760185299999996,-73.9362726,15,21 St & 36 Ave,1,In Service,19
3565,40.7614376,-73.9411265,19,36 Ave & 10 St,1,In Service,19
3566,40.7596276,-73.93214549999999,22,Crescent St & 35 Ave,1,In Service,25
3567,40.76274420000001,-73.9391141,18,11 St & 35 Ave,1,In Service,19
3568,40.756933200000006,-73.92622309999999,19,34 St & 35 Ave,1,In Service,21
3569,40.6758324,-73.95616770000001,28,Franklin Ave & St Marks Ave,1,In Service,29
3570,40.7557327,-73.92366109999999,26,35 Ave & 37 St,1,In Service,31
3571,40.676368,-73.95291800000001,19,Bedford Ave & Bergen St,1,In Service,24
3572,40.756913,-73.921631,29,34 Ave & 38 St,1,In Service,33
3573,40.7580583,-73.92427509999999,20,35 St & 34 Ave,1,In Service,25
